tag;calPosX;calPosY;calPosZ;calRotX;calRotY;calRotZ;calRotW;angVelX;angVelY;angVelZ;linVelX;linVelY;linVelZ;scale;time
lFoot;-0.659643;0.383753;0.0635391;-0.419507;-0.888582;0.139871;0.121955;1;2;3;7;8;9;0.958903;10.7965
rFoot;-0.500792;0.234398;0.130138;-0.516588;-0.809596;0.264973;0.0864918;1;2;3;7;8;9;0.958903;10.7965
head;-0.519259;0.291237;1.57346;0.441038;0.59969;0.567434;0.351961;1;2;3;7;8;9;0.958903;10.8301
hip;-0.589466;0.265924;0.921161;-0.279594;-0.533261;-0.706066;-0.372734;1;2;3;7;8;9;0.958903;10.8301
lHand;-0.532579;0.703299;0.886439;-0.129974;0.41307;-0.473124;0.767224;1;2;3;7;8;9;0.958903;10.8301
rHand;-0.234556;0.282114;0.822043;0.319865;0.103819;0.209101;-0.918251;1;2;3;7;8;9;0.958903;10.8301
lFoot;-0.659489;0.383894;0.0636035;-0.421277;-0.887453;0.140849;0.122939;1;2;3;7;8;9;0.958903;10.8301
rFoot;-0.490676;0.245361;0.124886;-0.534614;-0.802534;0.250968;0.0845177;1;2;3;7;8;9;0.958903;10.8301
head;-0.517372;0.293705;1.57341;0.446245;0.595703;0.564509;0.356837;1;2;3;7;8;9;0.958903;10.8624
hip;-0.588676;0.268852;0.921196;-0.284152;-0.531515;-0.702426;-0.378612;1;2;3;7;8;9;0.958903;10.8624
lHand;-0.517175;0.707286;0.889401;-0.117328;0.410343;-0.483343;0.764351;1;2;3;7;8;9;0.958903;10.8624
rHand;-0.235667;0.271855;0.819344;0.329271;0.0957506;0.224595;-0.912124;1;2;3;7;8;9;0.958903;10.8624
lFoot;-0.659329;0.383904;0.0637023;-0.422395;-0.886537;0.142774;0.123489;1;2;3;7;8;9;0.958903;10.8624
rFoot;-0.479896;0.255432;0.120189;-0.552622;-0.794733;0.236978;0.0827643;1;2;3;7;8;9;0.958903;10.8624
head;-0.515527;0.296248;1.57335;0.451455;0.591731;0.561408;0.361751;1;2;3;7;8;9;0.958903;10.8966
hip;-0.58775;0.271897;0.921157;-0.289035;-0.529802;-0.698397;-0.384722;1;2;3;7;8;9;0.958903;10.8966
lHand;-0.501472;0.711847;0.892991;-0.10599;0.405966;-0.492784;0.762313;1;2;3;7;8;9;0.958903;10.8966
rHand;-0.236482;0.261408;0.81672;0.337866;0.0882721;0.239525;-0.905915;1;2;3;7;8;9;0.958903;10.8966
lFoot;-0.659066;0.383769;0.063899;-0.423184;-0.885694;0.145214;0.123991;1;2;3;7;8;9;0.958903;10.8966
rFoot;-0.468263;0.264616;0.11518;-0.570341;-0.786139;0.224133;0.0803764;1;2;3;7;8;9;0.958903;10.8966
head;-0.513459;0.298711;1.57324;0.45649;0.587868;0.558188;0.366681;1;2;3;7;8;9;0.958903;10.9125
hip;-0.586656;0.274836;0.921184;-0.293804;-0.528009;-0.694432;-0.390704;1;2;3;7;8;9;0.958903;10.9125
lHand;-0.486345;0.716159;0.89689;-0.0950289;0.400916;-0.501672;0.760632;1;2;3;7;8;9;0.958903;10.9125
rHand;-0.237672;0.251475;0.814534;0.344195;0.0818085;0.253735;-0.900253;1;2;3;7;8;9;0.958903;10.9125
lFoot;-0.658838;0.383807;0.0640294;-0.424944;-0.884431;0.146977;0.124912;1;2;3;7;8;9;0.958903;10.9125
rFoot;-0.457222;0.273968;0.110916;-0.586753;-0.777838;0.2109;0.0788056;1;2;3;7;8;9;0.958903;10.9125
head;-0.511214;0.300987;1.57322;0.461451;0.584075;0.554845;0.371572;1;2;3;7;8;9;0.958903;10.9297
hip;-0.585425;0.277669;0.921287;-0.298413;-0.526383;-0.690406;-0.396497;1;2;3;7;8;9;0.958903;10.9297
lHand;-0.471078;0.720392;0.900989;-0.0844973;0.396334;-0.509943;0.758774;1;2;3;7;8;9;0.958903;10.9297
rHand;-0.239131;0.241928;0.812459;0.349727;0.0758107;0.267242;-0.894721;1;2;3;7;8;9;0.958903;10.9297
lFoot;-0.658724;0.384263;0.0642433;-0.427989;-0.882573;0.148348;0.12603;1;2;3;7;8;9;0.958903;10.9297
rFoot;-0.445289;0.281624;0.107168;-0.600845;-0.770964;0.196876;0.0764223;1;2;3;7;8;9;0.958903;10.9297
head;-0.509168;0.303599;1.57331;0.466461;0.580212;0.551435;0.376413;1;2;3;7;8;9;0.958903;10.9623
hip;-0.584726;0.28097;0.921339;-0.303023;-0.524903;-0.686601;-0.401538;1;2;3;7;8;9;0.958903;10.9623
lHand;-0.456757;0.724052;0.904943;-0.075839;0.391025;-0.517379;0.757408;1;2;3;7;8;9;0.958903;10.9623
rHand;-0.240786;0.233186;0.811072;0.356016;0.0694489;0.280114;-0.8888;1;2;3;7;8;9;0.958903;10.9623
lFoot;-0.658392;0.384509;0.0643096;-0.429354;-0.881637;0.149055;0.127098;1;2;3;7;8;9;0.958903;10.9623
rFoot;-0.433595;0.289573;0.103297;-0.615958;-0.762886;0.182239;0.0734238;1;2;3;7;8;9;0.958903;10.9623
head;-0.50674;0.305829;1.57328;0.471445;0.576433;0.547905;0.381135;1;2;3;7;8;9;0.958903;10.9791
hip;-0.585211;0.285683;0.920376;-0.307401;-0.5232;-0.682766;-0.406937;1;2;3;7;8;9;0.958903;10.9791
lHand;-0.441925;0.727235;0.908584;-0.06774;0.385174;-0.52295;0.757348;1;2;3;7;8;9;0.958903;10.9791
rHand;-0.242407;0.224174;0.809535;0.36251;0.0626677;0.292539;-0.882656;1;2;3;7;8;9;0.958903;10.9791
lFoot;-0.658456;0.384697;0.0646312;-0.43196;-0.879825;0.150796;0.128762;1;2;3;7;8;9;0.958903;10.9791
rFoot;-0.421609;0.296547;0.0998539;-0.630486;-0.754448;0.168075;0.0710446;1;2;3;7;8;9;0.958903;10.9791
head;-0.504253;0.307917;1.57321;0.476326;0.572641;0.544281;0.385946;1;2;3;7;8;9;0.958903;10.9962
hip;-0.583462;0.28877;0.920261;-0.311946;-0.520832;-0.679049;-0.412695;1;2;3;7;8;9;0.958903;10.9962
lHand;-0.427465;0.730044;0.91224;-0.0591746;0.379007;-0.527009;0.758363;1;2;3;7;8;9;0.958903;10.9962
rHand;-0.244203;0.21528;0.807871;0.369366;0.0555984;0.304992;-0.876046;1;2;3;7;8;9;0.958903;10.9962
lFoot;-0.658324;0.384928;0.0649193;-0.432734;-0.879056;0.152078;0.129903;1;2;3;7;8;9;0.958903;10.9962
rFoot;-0.409461;0.303304;0.0967062;-0.64526;-0.745189;0.153425;0.06924;1;2;3;7;8;9;0.958903;10.9962
head;-0.501717;0.310086;1.57319;0.480968;0.568994;0.540626;0.390692;1;2;3;7;8;9;0.958903;11.0124
hip;-0.581715;0.291812;0.92046;-0.316814;-0.518325;-0.675215;-0.418393;1;2;3;7;8;9;0.958903;11.0124
lHand;-0.413946;0.73214;0.915879;-0.0500035;0.372749;-0.53109;0.759277;1;2;3;7;8;9;0.958903;11.0124
rHand;-0.246333;0.207375;0.806864;0.376198;0.0478815;0.316637;-0.869439;1;2;3;7;8;9;0.958903;11.0124
lFoot;-0.658251;0.384933;0.0652527;-0.433913;-0.8779;0.154076;0.131421;1;2;3;7;8;9;0.958903;11.0124
rFoot;-0.397652;0.309381;0.0942181;-0.659384;-0.735371;0.140814;0.0679212;1;2;3;7;8;9;0.958903;11.0124
head;-0.498948;0.312067;1.57301;0.485372;0.565283;0.537101;0.395464;1;2;3;7;8;9;0.958903;11.03
hip;-0.579701;0.295531;0.919895;-0.321095;-0.515195;-0.671715;-0.424583;1;2;3;7;8;9;0.958903;11.03
lHand;-0.399725;0.734546;0.919452;-0.0408832;0.366585;-0.535172;0.759957;1;2;3;7;8;9;0.958903;11.03
rHand;-0.248352;0.198873;0.805469;0.382693;0.0400749;0.328681;-0.862502;1;2;3;7;8;9;0.958903;11.03
lFoot;-0.658099;0.384977;0.0655577;-0.434827;-0.876904;0.155818;0.132989;1;2;3;7;8;9;0.958903;11.03
rFoot;-0.385955;0.315638;0.0915568;-0.672938;-0.725515;0.127859;0.0665962;1;2;3;7;8;9;0.958903;11.03
head;-0.49598;0.313787;1.57284;0.489518;0.561786;0.533583;0.400073;1;2;3;7;8;9;0.958903;11.0624
hip;-0.575746;0.29723;0.920437;-0.325563;-0.512618;-0.668112;-0.42995;1;2;3;7;8;9;0.958903;11.0624
lHand;-0.386005;0.73612;0.922764;-0.0323833;0.360007;-0.538674;0.761037;1;2;3;7;8;9;0.958903;11.0624
rHand;-0.250226;0.191264;0.804257;0.388769;0.0313366;0.340325;-0.855602;1;2;3;7;8;9;0.958903;11.0624
lFoot;-0.65786;0.385054;0.0661704;-0.435759;-0.875777;0.158147;0.1346;1;2;3;7;8;9;0.958903;11.0624
rFoot;-0.374442;0.321003;0.089288;-0.685791;-0.715609;0.115401;0.0654036;1;2;3;7;8;9;0.958903;11.0624
head;-0.492918;0.315508;1.57258;0.493786;0.558262;0.530064;0.404414;1;2;3;7;8;9;0.958903;11.0796
hip;-0.573222;0.300047;0.920124;-0.329724;-0.510104;-0.66473;-0.434982;1;2;3;7;8;9;0.958903;11.0796
lHand;-0.373061;0.737776;0.926312;-0.0238035;0.353538;-0.54295;0.761347;1;2;3;7;8;9;0.958903;11.0796
rHand;-0.252317;0.183657;0.802932;0.39389;0.0218469;0.352235;-0.848707;1;2;3;7;8;9;0.958903;11.0796
lFoot;-0.657638;0.385037;0.0666047;-0.436786;-0.874376;0.160621;0.137422;1;2;3;7;8;9;0.958903;11.0796
rFoot;-0.362589;0.326508;0.0871497;-0.699054;-0.704752;0.102527;0.0643181;1;2;3;7;8;9;0.958903;11.0796
head;-0.48975;0.317116;1.57227;0.498003;0.554677;0.526807;0.408412;1;2;3;7;8;9;0.958903;11.1123
hip;-0.570445;0.30267;0.919843;-0.33321;-0.507928;-0.661936;-0.439114;1;2;3;7;8;9;0.958903;11.1123
lHand;-0.359844;0.738508;0.929077;-0.0169835;0.348095;-0.546201;0.761713;1;2;3;7;8;9;0.958903;11.1123
rHand;-0.254379;0.176489;0.801722;0.397904;0.0121707;0.364553;-0.841799;1;2;3;7;8;9;0.958903;11.1123
lFoot;-0.657409;0.385338;0.0671193;-0.438896;-0.872506;0.16276;0.140048;1;2;3;7;8;9;0.958903;11.1123
rFoot;-0.351573;0.33064;0.0855294;-0.710383;-0.69512;0.0906964;0.0627557;1;2;3;7;8;9;0.958903;11.1123
head;-0.486409;0.318576;1.572;0.502217;0.551044;0.523508;0.412392;1;2;3;7;8;9;0.958903;11.1293
hip;-0.567651;0.305232;0.919505;-0.336778;-0.505625;-0.658666;-0.44394;1;2;3;7;8;9;0.958903;11.1293
lHand;-0.347351;0.739411;0.931742;-0.00988779;0.343095;-0.549968;0.761395;1;2;3;7;8;9;0.958903;11.1293
rHand;-0.256617;0.169844;0.800374;0.401083;0.00316501;0.377219;-0.834762;1;2;3;7;8;9;0.958903;11.1293
lFoot;-0.657223;0.38566;0.06752;-0.440678;-0.870843;0.164683;0.142528;1;2;3;7;8;9;0.958903;11.1293
rFoot;-0.341137;0.333765;0.084199;-0.72003;-0.686692;0.0796413;0.0605654;1;2;3;7;8;9;0.958903;11.1293
head;-0.483048;0.319958;1.57148;0.506135;0.547383;0.520551;0.416204;1;2;3;7;8;9;0.958903;11.1457
hip;-0.564007;0.307609;0.918791;-0.340169;-0.503256;-0.65508;-0.44932;1;2;3;7;8;9;0.958903;11.1457
lHand;-0.334885;0.740052;0.934288;-0.00516991;0.338693;-0.55295;0.761253;1;2;3;7;8;9;0.958903;11.1457
rHand;-0.258369;0.16306;0.798771;0.403377;-0.00491152;0.389162;-0.82814;1;2;3;7;8;9;0.958903;11.1457
lFoot;-0.656968;0.385737;0.0680036;-0.441875;-0.869371;0.166806;0.145315;1;2;3;7;8;9;0.958903;11.1457
rFoot;-0.331289;0.33648;0.0829526;-0.730534;-0.676928;0.0690818;0.0575934;1;2;3;7;8;9;0.958903;11.1457
head;-0.479494;0.32118;1.57097;0.509908;0.543755;0.517814;0.419753;1;2;3;7;8;9;0.958903;11.1791
hip;-0.560334;0.310175;0.91827;-0.344086;-0.500394;-0.651531;-0.454663;1;2;3;7;8;9;0.958903;11.1791
lHand;-0.322311;0.740483;0.936273;-0.00143716;0.335625;-0.555691;0.760633;1;2;3;7;8;9;0.958903;11.1791
rHand;-0.260138;0.15668;0.797599;0.405818;-0.0123598;0.400304;-0.821533;1;2;3;7;8;9;0.958903;11.1791
lFoot;-0.656724;0.385966;0.0684949;-0.443498;-0.867615;0.168965;0.148338;1;2;3;7;8;9;0.958903;11.1791
rFoot;-0.322072;0.338108;0.0812615;-0.741249;-0.66633;0.0594049;0.0549977;1;2;3;7;8;9;0.958903;11.1791
head;-0.475899;0.322189;1.57049;0.513699;0.539977;0.515099;0.423334;1;2;3;7;8;9;0.958903;11.1961
hip;-0.557068;0.31301;0.917492;-0.347757;-0.497542;-0.64817;-0.459775;1;2;3;7;8;9;0.958903;11.1961
lHand;-0.310242;0.740547;0.937775;0.00222365;0.333913;-0.55869;0.759185;1;2;3;7;8;9;0.958903;11.1961
rHand;-0.261709;0.150246;0.796654;0.408246;-0.018917;0.410039;-0.815381;1;2;3;7;8;9;0.958903;11.1961
lFoot;-0.656605;0.386269;0.0690077;-0.445792;-0.865518;0.171186;0.151138;1;2;3;7;8;9;0.958903;11.1961
rFoot;-0.313604;0.339917;0.0803189;-0.751398;-0.655566;0.0519694;0.0541646;1;2;3;7;8;9;0.958903;11.1961
head;-0.472225;0.32327;1.56988;0.517233;0.5363;0.512513;0.426828;1;2;3;7;8;9;0.958903;11.2126
hip;-0.553245;0.315412;0.916893;-0.351057;-0.49485;-0.645264;-0.464238;1;2;3;7;8;9;0.958903;11.2126
lHand;-0.298985;0.739912;0.939415;0.00669832;0.332804;-0.562346;0.756943;1;2;3;7;8;9;0.958903;11.2126
rHand;-0.262638;0.145472;0.795675;0.410338;-0.0222756;0.416241;-0.811092;1;2;3;7;8;9;0.958903;11.2126
lFoot;-0.65639;0.386567;0.0696274;-0.446811;-0.864085;0.172835;0.154417;1;2;3;7;8;9;0.958903;11.2126
rFoot;-0.305684;0.341705;0.079397;-0.760573;-0.645513;0.0433369;0.0544385;1;2;3;7;8;9;0.958903;11.2126
head;-0.468364;0.324154;1.56925;0.520579;0.532624;0.510139;0.430194;1;2;3;7;8;9;0.958903;11.2299
hip;-0.549378;0.317524;0.91623;-0.354061;-0.492505;-0.6426;-0.468128;1;2;3;7;8;9;0.958903;11.2299
lHand;-0.286783;0.739668;0.940899;0.0114597;0.331236;-0.566192;0.754704;1;2;3;7;8;9;0.958903;11.2299
rHand;-0.263725;0.140251;0.794588;0.413177;-0.0271644;0.42361;-0.805668;1;2;3;7;8;9;0.958903;11.2299
lFoot;-0.656158;0.386629;0.0703623;-0.447936;-0.862309;0.175704;0.157816;1;2;3;7;8;9;0.958903;11.2299
rFoot;-0.298392;0.342908;0.0782154;-0.769481;-0.635465;0.0356462;0.0530344;1;2;3;7;8;9;0.958903;11.2299
head;-0.464399;0.324876;1.56854;0.523903;0.528869;0.507895;0.433435;1;2;3;7;8;9;0.958903;11.2622
hip;-0.545506;0.319998;0.915323;-0.357232;-0.489853;-0.639578;-0.47262;1;2;3;7;8;9;0.958903;11.2622
lHand;-0.276203;0.738648;0.941573;0.0172505;0.329384;-0.570486;0.752167;1;2;3;7;8;9;0.958903;11.2622
rHand;-0.26447;0.135877;0.793589;0.415997;-0.0308863;0.42915;-0.801138;1;2;3;7;8;9;0.958903;11.2622
lFoot;-0.65592;0.38675;0.0709536;-0.448962;-0.860703;0.177799;0.161279;1;2;3;7;8;9;0.958903;11.2622
rFoot;-0.292284;0.343107;0.0770265;-0.777531;-0.62588;0.031868;0.0520125;1;2;3;7;8;9;0.958903;11.2622
head;-0.460514;0.3257;1.56784;0.527197;0.525023;0.505567;0.436825;1;2;3;7;8;9;0.958903;11.2798
hip;-0.54103;0.322181;0.914444;-0.360334;-0.486892;-0.636532;-0.477413;1;2;3;7;8;9;0.958903;11.2798
lHand;-0.265652;0.737436;0.942606;0.0235104;0.32676;-0.574459;0.750115;1;2;3;7;8;9;0.958903;11.2798
rHand;-0.264985;0.131888;0.792546;0.418605;-0.0351388;0.435311;-0.796266;1;2;3;7;8;9;0.958903;11.2798
lFoot;-0.655794;0.387087;0.0717613;-0.450302;-0.858863;0.180025;0.164845;1;2;3;7;8;9;0.958903;11.2798
rFoot;-0.285967;0.343429;0.0757403;-0.785801;-0.61575;0.027014;0.0513689;1;2;3;7;8;9;0.958903;11.2798
head;-0.456361;0.326205;1.567;0.530145;0.521335;0.503359;0.44021;1;2;3;7;8;9;0.958903;11.3123
hip;-0.536175;0.324399;0.913379;-0.363484;-0.483538;-0.63329;-0.482716;1;2;3;7;8;9;0.958903;11.3123
lHand;-0.25471;0.736378;0.943422;0.0294747;0.324526;-0.577974;0.748171;1;2;3;7;8;9;0.958903;11.3123
rHand;-0.265735;0.128182;0.791722;0.420034;-0.0396549;0.442132;-0.791529;1;2;3;7;8;9;0.958903;11.3123
lFoot;-0.655675;0.387597;0.0724678;-0.452338;-0.856562;0.18221;0.168793;1;2;3;7;8;9;0.958903;11.3123
rFoot;-0.281593;0.34302;0.0742044;-0.793698;-0.605715;0.023073;0.0511909;1;2;3;7;8;9;0.958903;11.3123
head;-0.45223;0.326684;1.56612;0.533046;0.517686;0.500937;0.443763;1;2;3;7;8;9;0.958903;11.3295
hip;-0.531029;0.326837;0.91215;-0.366884;-0.479893;-0.629782;-0.488337;1;2;3;7;8;9;0.958903;11.3295
lHand;-0.244969;0.734568;0.943433;0.034956;0.323149;-0.581391;0.74588;1;2;3;7;8;9;0.958903;11.3295
rHand;-0.266155;0.124528;0.790496;0.420628;-0.0448246;0.449409;-0.786825;1;2;3;7;8;9;0.958903;11.3295
lFoot;-0.655291;0.388186;0.073233;-0.452474;-0.855431;0.183859;0.172341;1;2;3;7;8;9;0.958903;11.3295
rFoot;-0.27753;0.343534;0.0733844;-0.800461;-0.596478;0.0192494;0.055732;1;2;3;7;8;9;0.958903;11.3295
head;-0.448086;0.327082;1.56537;0.535936;0.514265;0.498503;0.446989;1;2;3;7;8;9;0.958903;11.3457
hip;-0.525933;0.329123;0.911201;-0.370272;-0.476388;-0.625952;-0.494102;1;2;3;7;8;9;0.958903;11.3457
lHand;-0.234904;0.732673;0.94313;0.0386965;0.322589;-0.584966;0.743138;1;2;3;7;8;9;0.958903;11.3457
rHand;-0.266269;0.121128;0.789162;0.420756;-0.0508593;0.456646;-0.78221;1;2;3;7;8;9;0.958903;11.3457
lFoot;-0.655198;0.388546;0.074151;-0.451802;-0.854621;0.185669;0.17614;1;2;3;7;8;9;0.958903;11.3457
