tag;calPosX;calPosY;calPosZ;calRotX;calRotY;calRotZ;calRotW;angVelX;angVelY;angVelZ;linVelX;linVelY;linVelZ;scale;time
lFoot;0.138178;0.0521537;0.0698105;-0.984801;-0.0390566;-0.0571207;0.159306;1;2;3;7;8;9;0.958903;3.02904
rFoot;-0.138199;0.0517122;0.0701902;-0.984329;0.0386851;0.0624566;0.160309;1;2;3;7;8;9;0.958903;3.02904
head;-0.00937724;0.00796159;1.58234;0.696116;-0.0109097;0.00938979;0.717785;1;2;3;7;8;9;0.958903;3.04548
hip;0.00245245;0.0628371;0.924987;0.58676;0.000191849;0.0038983;0.809752;1;2;3;7;8;9;0.958903;3.04548
lHand;0.36062;-0.0299074;0.846996;0.0955856;0.456073;-0.861186;0.203025;1;2;3;7;8;9;0.958903;3.04548
rHand;-0.398739;-0.0382194;0.84251;0.167614;-0.484708;0.85111;0.112139;1;2;3;7;8;9;0.958903;3.04548
lFoot;0.138155;0.0521593;0.0698137;-0.984764;-0.0393726;-0.0570343;0.159487;1;2;3;7;8;9;0.958903;3.04548
rFoot;-0.138138;0.0516888;0.0701839;-0.984297;0.0386187;0.062611;0.160464;1;2;3;7;8;9;0.958903;3.04548
head;-0.00947472;0.00761446;1.58241;0.696756;-0.0105404;0.00939737;0.717169;1;2;3;7;8;9;0.958903;3.06207
hip;0.00262965;0.0624729;0.925029;0.587775;0.000238236;0.00386743;0.809015;1;2;3;7;8;9;0.958903;3.06207
lHand;0.352377;-0.0288636;0.843726;0.0901664;0.455587;-0.862621;0.200487;1;2;3;7;8;9;0.958903;3.06207
rHand;-0.391207;-0.0381148;0.838639;0.160551;-0.485302;0.853057;0.104876;1;2;3;7;8;9;0.958903;3.06207
lFoot;0.138028;0.052178;0.0698023;-0.98475;-0.0399529;-0.056649;0.159569;1;2;3;7;8;9;0.958903;3.06207
rFoot;-0.138083;0.0515824;0.0702316;-0.984254;0.038985;0.0625247;0.160671;1;2;3;7;8;9;0.958903;3.06207
head;-0.0094853;0.00710877;1.58246;0.697397;-0.0101934;0.00953375;0.716549;1;2;3;7;8;9;0.958903;3.0789
hip;0.0026415;0.06217;0.925106;0.588424;0.000397492;0.00427484;0.808541;1;2;3;7;8;9;0.958903;3.0789
lHand;0.343968;-0.0282317;0.840111;0.0850367;0.456238;-0.863634;0.196855;1;2;3;7;8;9;0.958903;3.0789
rHand;-0.383913;-0.038547;0.834205;0.153012;-0.484927;0.855519;0.0975762;1;2;3;7;8;9;0.958903;3.0789
lFoot;0.137911;0.0522347;0.069838;-0.984713;-0.0406668;-0.0564985;0.15967;1;2;3;7;8;9;0.958903;3.0789
rFoot;-0.138182;0.0516158;0.0703042;-0.984243;0.0389604;0.0625868;0.160722;1;2;3;7;8;9;0.958903;3.0789
head;-0.00963446;0.00686111;1.58243;0.697941;-0.0100683;0.00981147;0.716018;1;2;3;7;8;9;0.958903;3.09556
hip;0.00247367;0.0619378;0.925213;0.588903;0.000929177;0.00549219;0.808185;1;2;3;7;8;9;0.958903;3.09556
lHand;0.335913;-0.0278152;0.836445;0.0827674;0.459792;-0.863791;0.188696;1;2;3;7;8;9;0.958903;3.09556
rHand;-0.377084;-0.038432;0.829843;0.14343;-0.482272;0.859502;0.0899922;1;2;3;7;8;9;0.958903;3.09556
lFoot;0.13788;0.0522574;0.0698217;-0.984689;-0.0410416;-0.0564262;0.15975;1;2;3;7;8;9;0.958903;3.09556
rFoot;-0.138258;0.0518112;0.0700425;-0.984248;0.0388997;0.06245;0.160757;1;2;3;7;8;9;0.958903;3.09556
head;-0.00968785;0.00651883;1.58241;0.698377;-0.0103637;0.0102562;0.715582;1;2;3;7;8;9;0.958903;3.11225
hip;0.00237647;0.0615122;0.924984;0.588476;0.00121259;0.00644214;0.808488;1;2;3;7;8;9;0.958903;3.11225
lHand;0.328374;-0.0283696;0.833102;0.0811729;0.465427;-0.863239;0.177786;1;2;3;7;8;9;0.958903;3.11225
rHand;-0.37064;-0.0377761;0.825481;0.135116;-0.479846;0.862855;0.0835035;1;2;3;7;8;9;0.958903;3.11225
lFoot;0.137693;0.0523771;0.06965;-0.984686;-0.041343;-0.0561692;0.15978;1;2;3;7;8;9;0.958903;3.11225
rFoot;-0.138217;0.0517156;0.0700426;-0.984211;0.039312;0.0623648;0.160913;1;2;3;7;8;9;0.958903;3.11225
head;-0.0097299;0.00619809;1.5825;0.698799;-0.0106516;0.0105864;0.715161;1;2;3;7;8;9;0.958903;3.12893
hip;0.00227261;0.0609368;0.924968;0.587509;0.00153769;0.00738771;0.809182;1;2;3;7;8;9;0.958903;3.12893
lHand;0.321329;-0.0283475;0.830135;0.0779325;0.47121;-0.862466;0.167449;1;2;3;7;8;9;0.958903;3.12893
rHand;-0.364533;-0.0376192;0.821805;0.127541;-0.477443;0.865873;0.0777476;1;2;3;7;8;9;0.958903;3.12893
lFoot;0.137636;0.0524098;0.0696528;-0.984655;-0.0416563;-0.0559928;0.159952;1;2;3;7;8;9;0.958903;3.12893
rFoot;-0.138281;0.051724;0.0700887;-0.984188;0.039306;0.0623779;0.161051;1;2;3;7;8;9;0.958903;3.12893
head;-0.00963759;0.00575387;1.58247;0.698946;-0.0107425;0.0106902;0.715014;1;2;3;7;8;9;0.958903;3.14557
hip;0.00221797;0.0604429;0.924929;0.586993;0.00175273;0.00795961;0.809551;1;2;3;7;8;9;0.958903;3.14557
lHand;0.314699;-0.0280029;0.827094;0.0728213;0.475564;-0.861928;0.160052;1;2;3;7;8;9;0.958903;3.14557
rHand;-0.358616;-0.0377015;0.819162;0.123035;-0.477562;0.866928;0.0723366;1;2;3;7;8;9;0.958903;3.14557
lFoot;0.137696;0.0523128;0.0698199;-0.984619;-0.0419224;-0.0557845;0.160172;1;2;3;7;8;9;0.958903;3.14557
rFoot;-0.138089;0.051624;0.0702469;-0.984162;0.0391981;0.0624057;0.161227;1;2;3;7;8;9;0.958903;3.14557
head;-0.00965218;0.00539263;1.58242;0.699052;-0.0105612;0.0105926;0.714914;1;2;3;7;8;9;0.958903;3.16215
hip;0.00241676;0.0598282;0.924973;0.587184;0.00194697;0.00833603;0.809408;1;2;3;7;8;9;0.958903;3.16215
lHand;0.308853;-0.0275989;0.824579;0.066464;0.480316;-0.860795;0.154635;1;2;3;7;8;9;0.958903;3.16215
rHand;-0.35349;-0.0377641;0.816633;0.120355;-0.47986;0.866412;0.0676735;1;2;3;7;8;9;0.958903;3.16215
lFoot;0.137694;0.0523427;0.0698241;-0.984586;-0.0420918;-0.0554816;0.160436;1;2;3;7;8;9;0.958903;3.16215
rFoot;-0.138021;0.0515312;0.0702868;-0.984118;0.0394354;0.0622871;0.161484;1;2;3;7;8;9;0.958903;3.16215
head;-0.00961332;0.004961;1.58241;0.699201;-0.0101264;0.0104734;0.714776;1;2;3;7;8;9;0.958903;3.17885
hip;0.00236803;0.0596393;0.924982;0.58803;0.00230542;0.00847537;0.808792;1;2;3;7;8;9;0.958903;3.17885
lHand;0.304302;-0.0268264;0.822332;0.0603542;0.484634;-0.859324;0.151821;1;2;3;7;8;9;0.958903;3.17885
rHand;-0.348594;-0.0378114;0.814492;0.119149;-0.483697;0.864754;0.0635726;1;2;3;7;8;9;0.958903;3.17885
lFoot;0.13764;0.0523844;0.069858;-0.984551;-0.0423658;-0.0551991;0.16068;1;2;3;7;8;9;0.958903;3.17885
rFoot;-0.138049;0.0515175;0.070332;-0.984078;0.0396099;0.0622617;0.161696;1;2;3;7;8;9;0.958903;3.17885
head;-0.0096954;0.00464953;1.58236;0.699305;-0.00953742;0.0104781;0.714683;1;2;3;7;8;9;0.958903;3.19561
hip;0.00229592;0.0593725;0.925001;0.588634;0.00261514;0.00866455;0.808349;1;2;3;7;8;9;0.958903;3.19561
lHand;0.299188;-0.0260742;0.819952;0.0560053;0.488328;-0.858252;0.147657;1;2;3;7;8;9;0.958903;3.19561
rHand;-0.343508;-0.0377752;0.812257;0.118026;-0.486414;0.863689;0.0592665;1;2;3;7;8;9;0.958903;3.19561
lFoot;0.137628;0.0524363;0.0698767;-0.984506;-0.0426982;-0.0549387;0.160956;1;2;3;7;8;9;0.958903;3.19561
rFoot;-0.13793;0.0515386;0.0703055;-0.984063;0.03968;0.0622324;0.161783;1;2;3;7;8;9;0.958903;3.19561
head;-0.00975467;0.00432941;1.58237;0.699433;-0.00898049;0.010501;0.714564;1;2;3;7;8;9;0.958903;3.2121
hip;0.00237873;0.058887;0.925003;0.589349;0.00276941;0.00867384;0.807827;1;2;3;7;8;9;0.958903;3.2121
lHand;0.294243;-0.025394;0.81751;0.0526094;0.492025;-0.856977;0.14399;1;2;3;7;8;9;0.958903;3.2121
rHand;-0.339389;-0.038147;0.810867;0.121073;-0.488245;0.862491;0.0553813;1;2;3;7;8;9;0.958903;3.2121
lFoot;0.137538;0.0524509;0.069889;-0.984467;-0.043195;-0.0547743;0.161117;1;2;3;7;8;9;0.958903;3.2121
rFoot;-0.137914;0.0514113;0.0703496;-0.984015;0.0398331;0.0621538;0.162062;1;2;3;7;8;9;0.958903;3.2121
head;-0.00984987;0.00400263;1.58248;0.699608;-0.00856051;0.0107521;0.714395;1;2;3;7;8;9;0.958903;3.22894
hip;0.00227161;0.0585935;0.925069;0.589775;0.00289048;0.00897735;0.807513;1;2;3;7;8;9;0.958903;3.22894
lHand;0.290863;-0.0246904;0.816086;0.0502101;0.495484;-0.855309;0.142906;1;2;3;7;8;9;0.958903;3.22894
rHand;-0.335052;-0.0381359;0.809131;0.121826;-0.488108;0.862743;0.0508334;1;2;3;7;8;9;0.958903;3.22894
lFoot;0.137436;0.0525347;0.0699779;-0.984418;-0.0437977;-0.0546625;0.161289;1;2;3;7;8;9;0.958903;3.22894
rFoot;-0.137958;0.0514619;0.0704357;-0.984008;0.0396582;0.0620413;0.162195;1;2;3;7;8;9;0.958903;3.22894
head;-0.00982304;0.00355662;1.58252;0.699681;-0.00830767;0.011135;0.71432;1;2;3;7;8;9;0.958903;3.24555
hip;0.00214347;0.058207;0.92512;0.589713;0.0031298;0.00974635;0.807548;1;2;3;7;8;9;0.958903;3.24555
lHand;0.287451;-0.0243131;0.814276;0.04715;0.499171;-0.853846;0.139828;1;2;3;7;8;9;0.958903;3.24555
rHand;-0.33084;-0.0383206;0.807364;0.122379;-0.484787;0.86473;0.0473983;1;2;3;7;8;9;0.958903;3.24555
lFoot;0.137391;0.052542;0.0700404;-0.98436;-0.0444519;-0.0545145;0.161515;1;2;3;7;8;9;0.958903;3.24555
rFoot;-0.137936;0.0514955;0.0703963;-0.983986;0.0396309;0.0619835;0.162354;1;2;3;7;8;9;0.958903;3.24555
head;-0.0099065;0.00316811;1.58248;0.699652;-0.00809486;0.0115548;0.714345;1;2;3;7;8;9;0.958903;3.26222
hip;0.00202817;0.0576725;0.925062;0.589404;0.00364159;0.0106627;0.80776;1;2;3;7;8;9;0.958903;3.26222
lHand;0.284748;-0.0242382;0.81253;0.0454093;0.502276;-0.85266;0.136484;1;2;3;7;8;9;0.958903;3.26222
rHand;-0.326474;-0.0386183;0.805576;0.121616;-0.481246;0.866987;0.0441093;1;2;3;7;8;9;0.958903;3.26222
lFoot;0.137323;0.0525541;0.0701042;-0.984315;-0.0448572;-0.0543422;0.161735;1;2;3;7;8;9;0.958903;3.26222
rFoot;-0.137966;0.0514015;0.0704158;-0.983997;0.039647;0.0618657;0.162329;1;2;3;7;8;9;0.958903;3.26222
head;-0.00985008;0.00262459;1.58244;0.699755;-0.0078822;0.0119333;0.71424;1;2;3;7;8;9;0.958903;3.28055
hip;0.00176042;0.0572894;0.924985;0.589125;0.00446301;0.0112355;0.807952;1;2;3;7;8;9;0.958903;3.28055
lHand;0.282603;-0.0243686;0.810712;0.0434278;0.504197;-0.852128;0.133332;1;2;3;7;8;9;0.958903;3.28055
rHand;-0.322376;-0.0388841;0.803682;0.117545;-0.472968;0.872161;0.0426539;1;2;3;7;8;9;0.958903;3.28055
lFoot;0.137425;0.0523796;0.0699559;-0.984263;-0.0452759;-0.0542375;0.161969;1;2;3;7;8;9;0.958903;3.28055
rFoot;-0.137825;0.0512152;0.0702058;-0.983981;0.0397078;0.0617531;0.162454;1;2;3;7;8;9;0.958903;3.28055
head;-0.00995222;0.0021643;1.58234;0.699606;-0.00759438;0.0123212;0.714383;1;2;3;7;8;9;0.958903;3.29864
hip;0.00160496;0.0568752;0.924959;0.588755;0.00471955;0.01164;0.808214;1;2;3;7;8;9;0.958903;3.29864
lHand;0.280983;-0.0247125;0.809514;0.0415316;0.50496;-0.852218;0.130441;1;2;3;7;8;9;0.958903;3.29864
rHand;-0.318383;-0.039229;0.802186;0.112663;-0.467257;0.875984;0.0403865;1;2;3;7;8;9;0.958903;3.29864
lFoot;0.137389;0.0523724;0.0700033;-0.984209;-0.0458182;-0.0541921;0.162162;1;2;3;7;8;9;0.958903;3.29864
rFoot;-0.137765;0.0512421;0.070174;-0.983971;0.0395799;0.061605;0.162601;1;2;3;7;8;9;0.958903;3.29864
head;-0.00998118;0.00184003;1.58222;0.699436;-0.00723691;0.012656;0.714546;1;2;3;7;8;9;0.958903;3.31263
hip;0.00158101;0.0563436;0.924935;0.58848;0.00462997;0.0119854;0.80841;1;2;3;7;8;9;0.958903;3.31263
lHand;0.279069;-0.0247797;0.80819;0.0401097;0.505429;-0.852494;0.127223;1;2;3;7;8;9;0.958903;3.31263
rHand;-0.314665;-0.0389896;0.800639;0.104223;-0.460889;0.880492;0.0381283;1;2;3;7;8;9;0.958903;3.31263
lFoot;0.137523;0.0524792;0.0699834;-0.984189;-0.0462788;-0.0540635;0.162199;1;2;3;7;8;9;0.958903;3.31263
rFoot;-0.137697;0.0512642;0.0701569;-0.983992;0.0391782;0.0616557;0.162555;1;2;3;7;8;9;0.958903;3.31263
head;-0.0100861;0.00141811;1.58229;0.699381;-0.00701232;0.0129227;0.714598;1;2;3;7;8;9;0.958903;3.32927
hip;0.00149635;0.0558679;0.924885;0.588235;0.00448647;0.0117927;0.808592;1;2;3;7;8;9;0.958903;3.32927
lHand;0.277821;-0.0248239;0.807739;0.0400518;0.504167;-0.853854;0.123065;1;2;3;7;8;9;0.958903;3.32927
rHand;-0.311364;-0.038813;0.799379;0.0942484;-0.456963;0.883766;0.0355057;1;2;3;7;8;9;0.958903;3.32927
lFoot;0.137326;0.0526834;0.0702243;-0.984159;-0.0466242;-0.0539394;0.16232;1;2;3;7;8;9;0.958903;3.32927
rFoot;-0.13787;0.0514678;0.070382;-0.98402;0.0390577;0.0616598;0.16241;1;2;3;7;8;9;0.958903;3.32927
head;-0.0101391;0.00099045;1.58226;0.699342;-0.00676866;0.0130048;0.714637;1;2;3;7;8;9;0.958903;3.34582
hip;0.00129064;0.0556223;0.924884;0.588638;0.00471072;0.0116856;0.808298;1;2;3;7;8;9;0.958903;3.34582
lHand;0.277179;-0.025507;0.807664;0.0400296;0.502574;-0.855512;0.117967;1;2;3;7;8;9;0.958903;3.34582
rHand;-0.307795;-0.0387259;0.798156;0.0854881;-0.454897;0.885829;0.0326876;1;2;3;7;8;9;0.958903;3.34582
lFoot;0.137199;0.0527524;0.0701575;-0.984168;-0.0465765;-0.0538912;0.162297;1;2;3;7;8;9;0.958903;3.34582
rFoot;-0.137919;0.0515092;0.0703222;-0.983977;0.0391756;0.0615123;0.162699;1;2;3;7;8;9;0.958903;3.34582
head;-0.0101467;0.000517964;1.58231;0.699444;-0.00672944;0.0130688;0.714536;1;2;3;7;8;9;0.958903;3.36234
hip;0.00112927;0.0554431;0.924831;0.589;0.00491346;0.0118043;0.808032;1;2;3;7;8;9;0.958903;3.36234
lHand;0.276652;-0.0263332;0.807723;0.0391617;0.500738;-0.857354;0.112574;1;2;3;7;8;9;0.958903;3.36234
rHand;-0.305203;-0.0381886;0.797086;0.0746334;-0.458409;0.885045;0.0314061;1;2;3;7;8;9;0.958903;3.36234
lFoot;0.137285;0.0525854;0.0701964;-0.984242;-0.0453696;-0.0545512;0.161966;1;2;3;7;8;9;0.958903;3.36234
rFoot;-0.138053;0.051361;0.0704084;-0.983981;0.0380721;0.0614482;0.162958;1;2;3;7;8;9;0.958903;3.36234
head;-0.0101166;4.32432e-05;1.58236;0.699612;-0.00675888;0.0131649;0.71437;1;2;3;7;8;9;0.958903;3.37909
hip;0.00095015;0.055188;0.924866;0.589187;0.0051539;0.0117615;0.807895;1;2;3;7;8;9;0.958903;3.37909
lHand;0.276397;-0.0269867;0.80742;0.0376388;0.499395;-0.858865;0.107416;1;2;3;7;8;9;0.958903;3.37909
rHand;-0.302269;-0.0383393;0.795663;0.0666902;-0.460862;0.884448;0.0301582;1;2;3;7;8;9;0.958903;3.37909
lFoot;0.137435;0.0525098;0.0702663;-0.984266;-0.0444816;-0.055362;0.161792;1;2;3;7;8;9;0.958903;3.37909
rFoot;-0.138219;0.051383;0.0704194;-0.983993;0.036982;0.0617612;0.163019;1;2;3;7;8;9;0.958903;3.37909
head;-0.010182;-0.000265867;1.58236;0.699886;-0.00685752;0.0131337;0.714101;1;2;3;7;8;9;0.958903;3.39577
hip;0.000708841;0.0551595;0.925063;0.589005;0.00507598;0.0116752;0.808029;1;2;3;7;8;9;0.958903;3.39577
lHand;0.276826;-0.0280166;0.807521;0.0360755;0.498122;-0.860435;0.101111;1;2;3;7;8;9;0.958903;3.39577
rHand;-0.300122;-0.037822;0.794528;0.0600838;-0.465442;0.882511;0.0304784;1;2;3;7;8;9;0.958903;3.39577
lFoot;0.137524;0.0525303;0.070227;-0.984259;-0.0439503;-0.0558662;0.161806;1;2;3;7;8;9;0.958903;3.39577
rFoot;-0.138304;0.0514152;0.0704216;-0.983976;0.0363568;0.0619617;0.163188;1;2;3;7;8;9;0.958903;3.39577
head;-0.0101468;-0.000688851;1.58237;0.700116;-0.00701726;0.0130319;0.713875;1;2;3;7;8;9;0.958903;3.41259
hip;0.00091365;0.0544735;0.924971;0.588892;0.00520647;0.0116921;0.80811;1;2;3;7;8;9;0.958903;3.41259
lHand;0.277349;-0.0297424;0.807618;0.0361456;0.498324;-0.861139;0.0938395;1;2;3;7;8;9;0.958903;3.41259
rHand;-0.298094;-0.0372548;0.793725;0.0542706;-0.469299;0.880787;0.0320364;1;2;3;7;8;9;0.958903;3.41259
lFoot;0.1373;0.0524995;0.0702744;-0.984239;-0.0440459;-0.0554646;0.162041;1;2;3;7;8;9;0.958903;3.41259
rFoot;-0.138266;0.0513079;0.0705125;-0.983937;0.0365726;0.0618007;0.163438;1;2;3;7;8;9;0.958903;3.41259
head;-0.0100996;-0.00111386;1.58247;0.700449;-0.00717481;0.0129356;0.713549;1;2;3;7;8;9;0.958903;3.42919
hip;0.000909559;0.0543003;0.925042;0.588965;0.00526533;0.0117168;0.808056;1;2;3;7;8;9;0.958903;3.42919
lHand;0.277702;-0.0309843;0.80765;0.0365545;0.498522;-0.861714;0.0871173;1;2;3;7;8;9;0.958903;3.42919
rHand;-0.296447;-0.0370774;0.792964;0.0489106;-0.47188;0.879661;0.0336599;1;2;3;7;8;9;0.958903;3.42919
lFoot;0.137265;0.0524583;0.0703385;-0.984233;-0.0439039;-0.0554872;0.162107;1;2;3;7;8;9;0.958903;3.42919
rFoot;-0.138265;0.0512866;0.0705034;-0.983932;0.0364728;0.0617054;0.163522;1;2;3;7;8;9;0.958903;3.42919
head;-0.0100018;-0.00154094;1.58249;0.700614;-0.007426;0.0127764;0.713387;1;2;3;7;8;9;0.958903;3.44601
hip;0.000861786;0.0541458;0.925061;0.589266;0.0052964;0.0113127;0.807843;1;2;3;7;8;9;0.958903;3.44601
lHand;0.278383;-0.032484;0.80768;0.0373395;0.499038;-0.862035;0.0803892;1;2;3;7;8;9;0.958903;3.44601
rHand;-0.295159;-0.0369749;0.792166;0.0439457;-0.47339;0.879094;0.0341165;1;2;3;7;8;9;0.958903;3.44601
lFoot;0.137503;0.052409;0.0703455;-0.984253;-0.0431304;-0.0562442;0.161933;1;2;3;7;8;9;0.958903;3.44601
rFoot;-0.138274;0.0513358;0.0705309;-0.983931;0.0360356;0.0616919;0.163632;1;2;3;7;8;9;0.958903;3.44601
head;-0.00998699;-0.00201264;1.5825;0.700731;-0.00757473;0.0125121;0.713276;1;2;3;7;8;9;0.958903;3.4625
hip;0.000974834;0.0538665;0.925066;0.589583;0.00493516;0.0106905;0.807622;1;2;3;7;8;9;0.958903;3.4625
lHand;0.279702;-0.034583;0.807885;0.040173;0.500248;-0.86184;0.0732819;1;2;3;7;8;9;0.958903;3.4625
rHand;-0.293901;-0.0369686;0.791493;0.0386551;-0.474641;0.878677;0.0338984;1;2;3;7;8;9;0.958903;3.4625
lFoot;0.137356;0.0523333;0.0703962;-0.984261;-0.0429207;-0.0560556;0.162003;1;2;3;7;8;9;0.958903;3.4625
rFoot;-0.13842;0.0511825;0.0705611;-0.983936;0.0357722;0.0619319;0.163571;1;2;3;7;8;9;0.958903;3.4625
head;-0.0098839;-0.00248687;1.58253;0.700829;-0.00778187;0.0122493;0.713181;1;2;3;7;8;9;0.958903;3.47942
hip;0.00104943;0.0535276;0.925058;0.589589;0.00445738;0.0101794;0.807627;1;2;3;7;8;9;0.958903;3.47942
lHand;0.280823;-0.0364799;0.80827;0.0434912;0.500788;-0.861912;0.0665379;1;2;3;7;8;9;0.958903;3.47942
rHand;-0.293757;-0.0374132;0.791066;0.0347354;-0.475643;0.878382;0.0316539;1;2;3;7;8;9;0.958903;3.47942
lFoot;0.137461;0.0523032;0.0704371;-0.984228;-0.0427622;-0.0564901;0.162097;1;2;3;7;8;9;0.958903;3.47942
rFoot;-0.138384;0.0512411;0.0706018;-0.983927;0.0358736;0.061867;0.163628;1;2;3;7;8;9;0.958903;3.47942
head;-0.00991874;-0.00281826;1.58248;0.700856;-0.00793811;0.0119857;0.713158;1;2;3;7;8;9;0.958903;3.49598
hip;0.00110018;0.0532213;0.925068;0.589553;0.00420485;0.00986842;0.807658;1;2;3;7;8;9;0.958903;3.49598
lHand;0.281656;-0.0380968;0.808268;0.0466479;0.500938;-0.862134;0.0600863;1;2;3;7;8;9;0.958903;3.49598
rHand;-0.293682;-0.0377333;0.790703;0.0308745;-0.477397;0.877636;0.0298966;1;2;3;7;8;9;0.958903;3.49598
lFoot;0.137424;0.052353;0.070416;-0.984181;-0.0428511;-0.0565644;0.162331;1;2;3;7;8;9;0.958903;3.49598
rFoot;-0.138407;0.0512711;0.0705499;-0.983917;0.0359666;0.0617073;0.163727;1;2;3;7;8;9;0.958903;3.49598
head;-0.00991261;-0.00332993;1.58248;0.700851;-0.00823097;0.0117653;0.713163;1;2;3;7;8;9;0.958903;3.51261
hip;0.0012392;0.0529049;0.925069;0.589634;0.00418478;0.00977642;0.807601;1;2;3;7;8;9;0.958903;3.51261
lHand;0.283231;-0.0400714;0.808814;0.051284;0.500505;-0.862527;0.0539628;1;2;3;7;8;9;0.958903;3.51261
rHand;-0.293873;-0.0383486;0.790503;0.0292521;-0.479155;0.876822;0.0271466;1;2;3;7;8;9;0.958903;3.51261
lFoot;0.13725;0.0523867;0.0704738;-0.984124;-0.0432051;-0.0559554;0.162794;1;2;3;7;8;9;0.958903;3.51261
rFoot;-0.138429;0.0512072;0.0705684;-0.983918;0.0358821;0.0616513;0.163757;1;2;3;7;8;9;0.958903;3.51261
head;-0.00984535;-0.0037898;1.58253;0.700944;-0.00847398;0.0115727;0.713072;1;2;3;7;8;9;0.958903;3.5294
hip;0.00128909;0.0527878;0.925123;0.589932;0.00419519;0.00977792;0.807383;1;2;3;7;8;9;0.958903;3.5294
lHand;0.284458;-0.0418573;0.809511;0.0557777;0.499895;-0.862954;0.0480009;1;2;3;7;8;9;0.958903;3.5294
rHand;-0.295073;-0.0399431;0.790967;0.0364334;-0.481396;0.875518;0.0199667;1;2;3;7;8;9;0.958903;3.5294
lFoot;0.137174;0.0524205;0.0705658;-0.984074;-0.0432377;-0.0559662;0.163083;1;2;3;7;8;9;0.958903;3.5294
rFoot;-0.13843;0.0512175;0.0705795;-0.983897;0.0359365;0.061631;0.163884;1;2;3;7;8;9;0.958903;3.5294
head;-0.00987438;-0.0041227;1.58248;0.701001;-0.00880028;0.0114526;0.713014;1;2;3;7;8;9;0.958903;3.54616
hip;0.00122156;0.0530555;0.925309;0.590445;0.0043497;0.0099078;0.807005;1;2;3;7;8;9;0.958903;3.54616
lHand;0.286093;-0.0441637;0.810252;0.0626227;0.498218;-0.863737;0.0426161;1;2;3;7;8;9;0.958903;3.54616
rHand;-0.296037;-0.0417216;0.791628;0.0439432;-0.483599;0.874081;0.0135252;1;2;3;7;8;9;0.958903;3.54616
lFoot;0.137266;0.0524495;0.070535;-0.984079;-0.0425838;-0.0563536;0.163097;1;2;3;7;8;9;0.958903;3.54616
