tag;calPosX;calPosY;calPosZ;calRotX;calRotY;calRotZ;calRotW;angVelX;angVelY;angVelZ;linVelX;linVelY;linVelZ;scale;time
rHand;-0.604672;-0.10688;0.931323;0.15997;-0.0110639;0.849823;0.502083;1;2;3;7;8;9;0.958903;5.49836
lFoot;-0.288485;-0.394446;0.0672906;-0.67028;0.727232;-0.145835;0.0242964;1;2;3;7;8;9;0.958903;5.49836
rFoot;-0.0292267;0.00608765;0.121716;0.846989;-0.387076;0.155695;-0.329455;1;2;3;7;8;9;0.958903;5.49836
head;-0.221101;-0.177501;1.56261;0.554477;-0.506149;-0.406641;0.520588;1;2;3;7;8;9;0.958903;5.51507
hip;-0.16361;-0.186815;0.906976;0.450696;-0.367411;-0.470684;0.663581;1;2;3;7;8;9;0.958903;5.51507
lHand;-0.130904;-0.414023;0.776836;0.443012;0.446422;-0.630337;-0.455108;1;2;3;7;8;9;0.958903;5.51507
rHand;-0.606043;-0.104271;0.928569;0.157614;-0.0235867;0.849629;0.502725;1;2;3;7;8;9;0.958903;5.51507
lFoot;-0.287485;-0.392451;0.0674488;-0.672;0.725506;-0.145268;0.030904;1;2;3;7;8;9;0.958903;5.51507
rFoot;-0.0312961;0.00314027;0.12669;0.839284;-0.393955;0.160827;-0.338432;1;2;3;7;8;9;0.958903;5.51507
head;-0.224802;-0.181219;1.56343;0.54874;-0.512932;-0.412155;0.515667;1;2;3;7;8;9;0.958903;5.53171
hip;-0.169929;-0.192244;0.906958;0.441436;-0.371029;-0.480193;0.660974;1;2;3;7;8;9;0.958903;5.53171
lHand;-0.143779;-0.423003;0.777325;0.452367;0.436708;-0.626637;-0.460409;1;2;3;7;8;9;0.958903;5.53171
rHand;-0.606844;-0.10151;0.925446;0.153965;-0.0356839;0.849736;0.502962;1;2;3;7;8;9;0.958903;5.53171
lFoot;-0.286827;-0.390738;0.0676714;-0.680017;0.717765;-0.14635;0.0311768;1;2;3;7;8;9;0.958903;5.53171
rFoot;-0.0339683;-0.000274975;0.131942;0.830208;-0.403651;0.165452;-0.347054;1;2;3;7;8;9;0.958903;5.53171
head;-0.228655;-0.1847;1.56407;0.543345;-0.519146;-0.417853;0.510551;1;2;3;7;8;9;0.958903;5.5486
hip;-0.177308;-0.198976;0.907422;0.429449;-0.378194;-0.494202;0.654451;1;2;3;7;8;9;0.958903;5.5486
lHand;-0.156512;-0.431898;0.777945;0.460563;0.426166;-0.624075;-0.465613;1;2;3;7;8;9;0.958903;5.5486
rHand;-0.607238;-0.0987183;0.921678;0.150418;-0.047522;0.849876;0.502818;1;2;3;7;8;9;0.958903;5.5486
lFoot;-0.287003;-0.390428;0.0676957;-0.680893;0.716573;-0.148059;0.0314164;1;2;3;7;8;9;0.958903;5.5486
rFoot;-0.0364857;-0.00379222;0.136951;0.820299;-0.414972;0.168739;-0.355578;1;2;3;7;8;9;0.958903;5.5486
head;-0.23268;-0.18805;1.56473;0.538382;-0.525181;-0.423465;0.504982;1;2;3;7;8;9;0.958903;5.5651
hip;-0.181917;-0.204357;0.908591;0.424379;-0.385061;-0.501425;0.648231;1;2;3;7;8;9;0.958903;5.5651
lHand;-0.170024;-0.43989;0.779465;0.468325;0.411981;-0.622605;-0.472552;1;2;3;7;8;9;0.958903;5.5651
rHand;-0.608055;-0.0954968;0.917803;0.146781;-0.0595868;0.850123;0.50219;1;2;3;7;8;9;0.958903;5.5651
lFoot;-0.287581;-0.391244;0.0678284;-0.672791;0.723828;-0.149481;0.0328566;1;2;3;7;8;9;0.958903;5.5651
rFoot;-0.0393396;-0.00858987;0.142458;0.807852;-0.429071;0.175367;-0.364033;1;2;3;7;8;9;0.958903;5.5651
head;-0.236457;-0.191595;1.56542;0.533087;-0.531156;-0.428829;0.499798;1;2;3;7;8;9;0.958903;5.58183
hip;-0.184916;-0.208485;0.909862;0.424121;-0.390008;-0.504315;0.643181;1;2;3;7;8;9;0.958903;5.58183
lHand;-0.184457;-0.448263;0.781241;0.4767;0.394039;-0.62093;-0.481597;1;2;3;7;8;9;0.958903;5.58183
rHand;-0.608406;-0.0922869;0.913969;0.143677;-0.0708994;0.849994;0.501837;1;2;3;7;8;9;0.958903;5.58183
lFoot;-0.287966;-0.391724;0.0679888;-0.667276;0.728586;-0.150409;0.0358128;1;2;3;7;8;9;0.958903;5.58183
rFoot;-0.042354;-0.0133816;0.148242;0.797408;-0.43802;0.184146;-0.37198;1;2;3;7;8;9;0.958903;5.58183
head;-0.240298;-0.194793;1.56593;0.527244;-0.537221;-0.433931;0.495086;1;2;3;7;8;9;0.958903;5.60012
hip;-0.185398;-0.211117;0.911233;0.431388;-0.394314;-0.503174;0.636582;1;2;3;7;8;9;0.958903;5.60012
lHand;-0.199879;-0.45619;0.783952;0.4848;0.373406;-0.61944;-0.491763;1;2;3;7;8;9;0.958903;5.60012
rHand;-0.608172;-0.0887337;0.909546;0.13996;-0.0818664;0.849686;0.50174;1;2;3;7;8;9;0.958903;5.60012
lFoot;-0.288165;-0.391162;0.0679681;-0.665741;0.72964;-0.151224;0.0393226;1;2;3;7;8;9;0.958903;5.60012
rFoot;-0.0453677;-0.0180891;0.154704;0.787645;-0.444385;0.19338;-0.380449;1;2;3;7;8;9;0.958903;5.60012
head;-0.244461;-0.197835;1.56642;0.520887;-0.543253;-0.438991;0.490755;1;2;3;7;8;9;0.958903;5.61528
hip;-0.186406;-0.213747;0.912465;0.435417;-0.400103;-0.504917;0.628799;1;2;3;7;8;9;0.958903;5.61528
lHand;-0.215053;-0.464347;0.786727;0.491135;0.351386;-0.619101;-0.502024;1;2;3;7;8;9;0.958903;5.61528
rHand;-0.60789;-0.0847981;0.904797;0.135837;-0.0925367;0.848979;0.502215;1;2;3;7;8;9;0.958903;5.61528
lFoot;-0.288374;-0.390654;0.0679866;-0.664717;0.730148;-0.152053;0.0437693;1;2;3;7;8;9;0.958903;5.61528
rFoot;-0.0479084;-0.0240752;0.162006;0.776506;-0.451664;0.206041;-0.388052;1;2;3;7;8;9;0.958903;5.61528
head;-0.248421;-0.200868;1.56693;0.514234;-0.548956;-0.444134;0.486781;1;2;3;7;8;9;0.958903;5.63172
hip;-0.189488;-0.217402;0.913088;0.432929;-0.406089;-0.510904;0.621805;1;2;3;7;8;9;0.958903;5.63172
lHand;-0.230032;-0.47238;0.789328;0.497497;0.330521;-0.61784;-0.511397;1;2;3;7;8;9;0.958903;5.63172
rHand;-0.606762;-0.0808516;0.899915;0.131774;-0.102722;0.847623;0.503606;1;2;3;7;8;9;0.958903;5.63172
lFoot;-0.288673;-0.39075;0.0680857;-0.662402;0.731823;-0.152944;0.0476036;1;2;3;7;8;9;0.958903;5.63172
rFoot;-0.0506832;-0.031628;0.169329;0.763754;-0.463916;0.217578;-0.392582;1;2;3;7;8;9;0.958903;5.63172
head;-0.252596;-0.203803;1.56745;0.507659;-0.554442;-0.449278;0.482727;1;2;3;7;8;9;0.958903;5.64857
hip;-0.193184;-0.221;0.913548;0.428894;-0.410762;-0.517326;0.616196;1;2;3;7;8;9;0.958903;5.64857
lHand;-0.24666;-0.480131;0.792387;0.506239;0.306556;-0.613347;-0.523021;1;2;3;7;8;9;0.958903;5.64857
rHand;-0.605093;-0.076309;0.894598;0.127344;-0.112524;0.845721;0.505844;1;2;3;7;8;9;0.958903;5.64857
lFoot;-0.289053;-0.390808;0.0684233;-0.659188;0.734276;-0.154046;0.0507843;1;2;3;7;8;9;0.958903;5.64857
rFoot;-0.0537772;-0.0381736;0.176709;0.750885;-0.475428;0.225127;-0.399321;1;2;3;7;8;9;0.958903;5.64857
head;-0.256948;-0.206424;1.56785;0.501094;-0.559909;-0.454153;0.478698;1;2;3;7;8;9;0.958903;5.66508
hip;-0.197352;-0.224254;0.913284;0.421758;-0.412519;-0.52437;0.613991;1;2;3;7;8;9;0.958903;5.66508
lHand;-0.264101;-0.486214;0.796383;0.5176;0.280164;-0.606227;-0.534871;1;2;3;7;8;9;0.958903;5.66508
rHand;-0.603672;-0.0718334;0.889431;0.122869;-0.122932;0.843751;0.507815;1;2;3;7;8;9;0.958903;5.66508
lFoot;-0.289816;-0.391088;0.0685712;-0.655674;0.736969;-0.155242;0.0535463;1;2;3;7;8;9;0.958903;5.66508
rFoot;-0.0569145;-0.0468125;0.184396;0.734739;-0.492211;0.232064;-0.40501;1;2;3;7;8;9;0.958903;5.66508
head;-0.261068;-0.20894;1.56828;-0.494946;0.56529;0.45875;-0.474366;1;2;3;7;8;9;0.958903;5.68182
hip;-0.200959;-0.227313;0.913415;0.417621;-0.414696;-0.529339;0.611081;1;2;3;7;8;9;0.958903;5.68182
lHand;-0.281845;-0.49198;0.800499;0.529482;0.252945;-0.598418;-0.545493;1;2;3;7;8;9;0.958903;5.68182
rHand;-0.600742;-0.0666513;0.884115;0.117625;-0.134246;0.841173;0.51046;1;2;3;7;8;9;0.958903;5.68182
lFoot;-0.29047;-0.391091;0.0686502;-0.651911;0.739725;-0.156944;0.0564521;1;2;3;7;8;9;0.958903;5.68182
rFoot;-0.0607471;-0.055727;0.191084;0.716936;-0.510219;0.239025;-0.410545;1;2;3;7;8;9;0.958903;5.68182
head;-0.265239;-0.211372;1.56877;-0.489114;0.570706;0.463117;-0.469665;1;2;3;7;8;9;0.958903;5.69854
hip;-0.204318;-0.230038;0.913745;0.414377;-0.416352;-0.533948;0.608147;1;2;3;7;8;9;0.958903;5.69854
lHand;-0.299884;-0.497294;0.804869;0.540297;0.226512;-0.591042;-0.554473;1;2;3;7;8;9;0.958903;5.69854
rHand;-0.597493;-0.0611194;0.878631;0.111197;-0.146213;0.838478;0.513042;1;2;3;7;8;9;0.958903;5.69854
lFoot;-0.29128;-0.390993;0.0687114;-0.648627;0.74213;-0.158639;0.0579643;1;2;3;7;8;9;0.958903;5.69854
rFoot;-0.0650214;-0.0650561;0.196989;0.698891;-0.528893;0.244122;-0.415004;1;2;3;7;8;9;0.958903;5.69854
head;-0.269391;-0.213581;1.56938;-0.484037;0.576252;0.467164;-0.464112;1;2;3;7;8;9;0.958903;5.71526
hip;-0.207412;-0.232808;0.914389;0.411588;-0.419377;-0.539037;0.603455;1;2;3;7;8;9;0.958903;5.71526
lHand;-0.317348;-0.501852;0.809392;-0.548681;-0.201968;0.584892;0.562192;1;2;3;7;8;9;0.958903;5.71526
rHand;-0.593761;-0.0554848;0.873252;0.102978;-0.15932;0.835746;0.515307;1;2;3;7;8;9;0.958903;5.71526
lFoot;-0.291767;-0.390737;0.0687642;-0.64576;0.744035;-0.160557;0.0602272;1;2;3;7;8;9;0.958903;5.71526
rFoot;-0.0709163;-0.0755165;0.199249;0.68552;-0.548521;0.246181;-0.410587;1;2;3;7;8;9;0.958903;5.71526
head;-0.273491;-0.215807;1.57014;-0.479132;0.581765;0.471012;-0.458399;1;2;3;7;8;9;0.958903;5.73188
hip;-0.210071;-0.235175;0.915459;0.410912;-0.423604;-0.544818;0.595722;1;2;3;7;8;9;0.958903;5.73188
lHand;-0.3356;-0.506675;0.813943;-0.553106;-0.179268;0.581331;0.569202;1;2;3;7;8;9;0.958903;5.73188
rHand;-0.589986;-0.0496861;0.867764;0.0941282;-0.172402;0.832887;0.517414;1;2;3;7;8;9;0.958903;5.73188
lFoot;-0.292412;-0.390007;0.0687539;-0.644024;0.744908;-0.162279;0.0633251;1;2;3;7;8;9;0.958903;5.73188
rFoot;-0.0763453;-0.0851703;0.202593;0.671082;-0.565826;0.251842;-0.407511;1;2;3;7;8;9;0.958903;5.73188
head;-0.277588;-0.217693;1.57095;-0.474603;0.587145;0.474729;-0.452377;1;2;3;7;8;9;0.958903;5.74884
hip;-0.212672;-0.237342;0.916553;0.410846;-0.427967;-0.550584;0.587288;1;2;3;7;8;9;0.958903;5.74884
lHand;-0.352951;-0.509995;0.818539;-0.552537;-0.157649;0.581552;0.575888;1;2;3;7;8;9;0.958903;5.74884
rHand;-0.585123;-0.043238;0.862271;0.0821867;-0.186099;0.829188;0.520633;1;2;3;7;8;9;0.958903;5.74884
lFoot;-0.292764;-0.388866;0.0689633;-0.642073;0.745806;-0.164486;0.0667877;1;2;3;7;8;9;0.958903;5.74884
rFoot;-0.085385;-0.0999671;0.200878;0.637555;-0.608741;0.251418;-0.399683;1;2;3;7;8;9;0.958903;5.74884
head;-0.281798;-0.219432;1.57179;-0.469709;0.59257;0.478562;-0.446333;1;2;3;7;8;9;0.958903;5.76557
hip;-0.215003;-0.23988;0.917559;0.409972;-0.432307;-0.556447;0.579137;1;2;3;7;8;9;0.958903;5.76557
lHand;-0.370788;-0.513751;0.823813;-0.551562;-0.135302;0.581706;0.582315;1;2;3;7;8;9;0.958903;5.76557
rHand;-0.57972;-0.036678;0.856872;0.0697003;-0.199933;0.824157;0.525294;1;2;3;7;8;9;0.958903;5.76557
lFoot;-0.29328;-0.388769;0.0690814;-0.638995;0.747864;-0.166435;0.0684344;1;2;3;7;8;9;0.958903;5.76557
rFoot;-0.0943349;-0.111189;0.200395;0.614991;-0.634432;0.251165;-0.39522;1;2;3;7;8;9;0.958903;5.76557
head;-0.285739;-0.221149;1.57267;-0.464221;0.598164;0.482595;-0.440228;1;2;3;7;8;9;0.958903;5.78235
hip;-0.217773;-0.242494;0.918513;0.408325;-0.437127;-0.563146;0.570138;1;2;3;7;8;9;0.958903;5.78235
lHand;-0.389185;-0.516177;0.829867;-0.543799;-0.113439;0.587015;0.588921;1;2;3;7;8;9;0.958903;5.78235
rHand;-0.573284;-0.029957;0.85182;0.0576697;-0.21362;0.817375;0.53192;1;2;3;7;8;9;0.958903;5.78235
lFoot;-0.293041;-0.388836;0.0694962;-0.639031;0.747026;-0.169475;0.0697861;1;2;3;7;8;9;0.958903;5.78235
rFoot;-0.104555;-0.119392;0.197289;0.605888;-0.648775;0.248354;-0.3877;1;2;3;7;8;9;0.958903;5.78235
head;-0.289755;-0.222766;1.57342;-0.458264;0.603911;0.48658;-0.434195;1;2;3;7;8;9;0.958903;5.79869
hip;-0.22104;-0.24554;0.91926;0.40509;-0.441878;-0.570525;0.56138;1;2;3;7;8;9;0.958903;5.79869
lHand;-0.406541;-0.516637;0.834969;-0.540292;-0.0892008;0.587127;0.596162;1;2;3;7;8;9;0.958903;5.79869
rHand;-0.566262;-0.0231314;0.847114;0.0475067;-0.227212;0.809252;0.539657;1;2;3;7;8;9;0.958903;5.79869
lFoot;-0.292761;-0.388215;0.0698631;-0.642177;0.743762;-0.170986;0.0720451;1;2;3;7;8;9;0.958903;5.79869
rFoot;-0.114776;-0.127731;0.194616;0.59573;-0.6633;0.249664;-0.377898;1;2;3;7;8;9;0.958903;5.79869
head;-0.29389;-0.224298;1.57415;-0.45193;0.609991;0.490539;-0.427834;1;2;3;7;8;9;0.958903;5.81553
hip;-0.224345;-0.248327;0.920065;0.401445;-0.44649;-0.577836;0.552806;1;2;3;7;8;9;0.958903;5.81553
lHand;-0.424911;-0.516787;0.841168;-0.533483;-0.0648836;0.587546;0.604959;1;2;3;7;8;9;0.958903;5.81553
rHand;-0.558604;-0.0161581;0.842825;0.0385517;-0.240424;0.80006;0.548282;1;2;3;7;8;9;0.958903;5.81553
lFoot;-0.292216;-0.387442;0.0701139;-0.645931;0.739998;-0.17157;0.0757591;1;2;3;7;8;9;0.958903;5.81553
rFoot;-0.126611;-0.135736;0.189785;0.585506;-0.678896;0.252379;-0.364125;1;2;3;7;8;9;0.958903;5.81553
head;-0.297703;-0.225644;1.57472;-0.445007;0.616147;0.494584;-0.421567;1;2;3;7;8;9;0.958903;5.83208
hip;-0.228089;-0.251158;0.920754;0.396884;-0.450728;-0.585393;0.544649;1;2;3;7;8;9;0.958903;5.83208
lHand;-0.44279;-0.514498;0.846793;-0.52683;-0.0395312;0.584401;0.615925;1;2;3;7;8;9;0.958903;5.83208
rHand;-0.551035;-0.00925875;0.838843;0.029588;-0.252677;0.790438;0.557214;1;2;3;7;8;9;0.958903;5.83208
lFoot;-0.291963;-0.386899;0.0703275;-0.645386;0.740114;-0.171609;0.0791078;1;2;3;7;8;9;0.958903;5.83208
rFoot;-0.13922;-0.143638;0.183726;0.575909;-0.694339;0.251772;-0.350477;1;2;3;7;8;9;0.958903;5.83208
head;-0.301573;-0.226892;1.57535;-0.43795;0.622163;0.498754;-0.41516;1;2;3;7;8;9;0.958903;5.84885
hip;-0.231782;-0.253521;0.921525;0.392683;-0.454611;-0.59223;0.537022;1;2;3;7;8;9;0.958903;5.84885
lHand;-0.461019;-0.512592;0.852766;-0.518221;-0.015854;0.579676;0.628627;1;2;3;7;8;9;0.958903;5.84885
rHand;-0.543091;-0.00233082;0.834883;0.0199909;-0.264081;0.780937;0.565685;1;2;3;7;8;9;0.958903;5.84885
lFoot;-0.292379;-0.3874;0.0706145;-0.641463;0.743233;-0.172546;0.0797381;1;2;3;7;8;9;0.958903;5.84885
rFoot;-0.152643;-0.148797;0.177741;0.569877;-0.707451;0.248882;-0.335873;1;2;3;7;8;9;0.958903;5.84885
head;-0.305535;-0.228023;1.57581;-0.430754;0.62805;0.502988;-0.408666;1;2;3;7;8;9;0.958903;5.86542
hip;-0.23522;-0.255914;0.922228;0.388668;-0.459056;-0.59846;0.529198;1;2;3;7;8;9;0.958903;5.86542
lHand;-0.479485;-0.510238;0.858259;-0.509412;0.00648179;0.574592;0.640548;1;2;3;7;8;9;0.958903;5.86542
rHand;-0.534225;0.00476142;0.831393;0.0103176;-0.274779;0.770535;0.575035;1;2;3;7;8;9;0.958903;5.86542
lFoot;-0.292776;-0.387687;0.0707966;-0.639027;0.744915;-0.173893;0.0806663;1;2;3;7;8;9;0.958903;5.86542
rFoot;-0.166156;-0.153949;0.171032;0.561103;-0.722827;0.244835;-0.320532;1;2;3;7;8;9;0.958903;5.86542
head;-0.309228;-0.229118;1.57618;-0.423339;0.633809;0.50713;-0.402354;1;2;3;7;8;9;0.958903;5.88216
hip;-0.238687;-0.258358;0.922928;0.384768;-0.463589;-0.604608;0.521045;1;2;3;7;8;9;0.958903;5.88216
lHand;-0.496983;-0.506201;0.863694;-0.497773;0.0262162;0.568287;0.654664;1;2;3;7;8;9;0.958903;5.88216
rHand;-0.526123;0.0112598;0.828104;-0.000288229;-0.285636;0.760403;0.583266;1;2;3;7;8;9;0.958903;5.88216
lFoot;-0.293074;-0.387884;0.070971;-0.63702;0.746218;-0.175289;0.0814697;1;2;3;7;8;9;0.958903;5.88216
rFoot;-0.179927;-0.159311;0.164906;0.548181;-0.740228;0.241589;-0.305279;1;2;3;7;8;9;0.958903;5.88216
head;-0.312935;-0.230093;1.57651;-0.415768;0.639356;0.511475;-0.395922;1;2;3;7;8;9;0.958903;5.89915
hip;-0.242344;-0.260443;0.923517;0.380484;-0.468615;-0.610274;0.513028;1;2;3;7;8;9;0.958903;5.89915
lHand;-0.514841;-0.502414;0.86973;-0.484704;0.0433959;0.562544;0.668373;1;2;3;7;8;9;0.958903;5.89915
rHand;-0.516292;0.0181988;0.825157;-0.012189;-0.294755;0.749563;0.592559;1;2;3;7;8;9;0.958903;5.89915
lFoot;-0.293358;-0.387849;0.0711938;-0.634845;0.747549;-0.177;0.0825469;1;2;3;7;8;9;0.958903;5.89915
rFoot;-0.194718;-0.163845;0.157658;0.533481;-0.758714;0.235774;-0.290107;1;2;3;7;8;9;0.958903;5.89915
head;-0.316862;-0.230928;1.57674;-0.408029;0.644846;0.515923;-0.389242;1;2;3;7;8;9;0.958903;5.91561
hip;-0.245916;-0.26249;0.924034;0.376467;-0.473008;-0.615906;0.505169;1;2;3;7;8;9;0.958903;5.91561
lHand;-0.528257;-0.500988;0.877915;-0.471713;0.0606191;0.557573;0.680386;1;2;3;7;8;9;0.958903;5.91561
rHand;-0.507192;0.0245182;0.822324;-0.0237787;-0.304792;0.738608;0.600829;1;2;3;7;8;9;0.958903;5.91561
lFoot;-0.293672;-0.388057;0.0712969;-0.63227;0.749359;-0.178214;0.0832802;1;2;3;7;8;9;0.958903;5.91561
rFoot;-0.209804;-0.167136;0.150506;0.521453;-0.774718;0.230478;-0.273458;1;2;3;7;8;9;0.958903;5.91561
head;-0.32031;-0.231515;1.57691;-0.400333;0.650046;0.520297;-0.382708;1;2;3;7;8;9;0.958903;5.93211
hip;-0.249423;-0.26436;0.924434;0.372923;-0.476951;-0.620943;0.497871;1;2;3;7;8;9;0.958903;5.93211
lHand;-0.5451;-0.494802;0.883166;-0.458045;0.0746643;0.552728;0.692179;1;2;3;7;8;9;0.958903;5.93211
rHand;-0.497425;0.0309174;0.819587;-0.0349462;-0.314445;0.727623;0.60866;1;2;3;7;8;9;0.958903;5.93211
lFoot;-0.293913;-0.388376;0.0714433;-0.630681;0.750337;-0.179424;0.0839228;1;2;3;7;8;9;0.958903;5.93211
rFoot;-0.22515;-0.169331;0.143709;0.512201;-0.78815;0.225222;-0.256407;1;2;3;7;8;9;0.958903;5.93211
head;-0.323851;-0.23225;1.57709;-0.392713;0.655109;0.524605;-0.37603;1;2;3;7;8;9;0.958903;5.94897
hip;-0.252913;-0.266179;0.924953;0.369149;-0.480844;-0.626005;0.490546;1;2;3;7;8;9;0.958903;5.94897
lHand;-0.561651;-0.488781;0.889012;-0.444417;0.0863591;0.549731;0.70202;1;2;3;7;8;9;0.958903;5.94897
rHand;-0.487646;0.0372303;0.816912;-0.0457198;-0.323805;0.716495;0.616194;1;2;3;7;8;9;0.958903;5.94897
lFoot;-0.293773;-0.388094;0.0718497;-0.631293;0.749251;-0.180974;0.0856791;1;2;3;7;8;9;0.958903;5.94897
rFoot;-0.240671;-0.170557;0.136801;0.501207;-0.802289;0.217355;-0.240586;1;2;3;7;8;9;0.958903;5.94897
head;-0.327658;-0.232699;1.57722;-0.384906;0.659998;0.529023;-0.369302;1;2;3;7;8;9;0.958903;5.96556
