tag;subject;activity;calPosX;calPosY;calPosZ;calRotX;calRotY;calRotZ;calRotW;angVelX;angVelY;angVelZ;linVelX;linVelY;linVelZ;scale;time
head;TestUser_04;BackStep;-0.125975;-0.167456;1.30327;0.698088;-0.0379188;0.0060275;0.714982;1;2;3;7;8;9;0.984607;121.202
hip;TestUser_04;BackStep;-0.0812445;0.244248;0.843041;0.815503;-0.00792133;0.00379174;0.578687;1;2;3;7;8;9;0.984607;121.202
lHand;TestUser_04;BackStep;0.102632;-0.30243;0.828932;0.00755951;-0.226363;-0.970312;0.0848377;1;2;3;7;8;9;0.984607;121.202
rHand;TestUser_04;BackStep;-0.253144;-0.311896;0.745496;0.125011;0.259352;0.948777;-0.130119;1;2;3;7;8;9;0.984607;121.202
lFoot;TestUser_04;BackStep;0.075242;0.502428;0.196468;-0.752645;-0.0300009;-0.0721067;0.653779;1;2;3;7;8;9;0.984607;121.202
rFoot;TestUser_04;BackStep;-0.139358;0.0496047;0.0783264;-0.954314;-0.0201803;0.0532843;0.293324;1;2;3;7;8;9;0.984607;121.202
head;TestUser_04;BackStep;-0.124895;-0.1679;1.2925;0.699027;-0.0379073;0.00540704;0.714069;1;2;3;7;8;9;0.984607;121.216
hip;TestUser_04;BackStep;-0.0815403;0.248314;0.836491;0.818044;-0.00580637;0.0102392;0.575036;1;2;3;7;8;9;0.984607;121.216
lHand;TestUser_04;BackStep;0.102388;-0.302463;0.823614;0.0123296;-0.227324;-0.9703;0.081789;1;2;3;7;8;9;0.984607;121.216
rHand;TestUser_04;BackStep;-0.252021;-0.313568;0.740033;0.122426;0.2679;0.947024;-0.128013;1;2;3;7;8;9;0.984607;121.216
lFoot;TestUser_04;BackStep;0.0739055;0.504547;0.193159;-0.752062;-0.00599873;-0.0517968;0.657027;1;2;3;7;8;9;0.984607;121.216
rFoot;TestUser_04;BackStep;-0.138983;0.0496475;0.0784678;-0.953547;-0.0203719;0.0543062;0.295607;1;2;3;7;8;9;0.984607;121.216
head;TestUser_04;BackStep;-0.123947;-0.168003;1.28141;0.699449;-0.0378001;0.00483227;0.713666;1;2;3;7;8;9;0.984607;121.232
hip;TestUser_04;BackStep;-0.0820325;0.252644;0.830751;0.822649;-0.00328073;0.0139082;0.56837;1;2;3;7;8;9;0.984607;121.232
lHand;TestUser_04;BackStep;0.101607;-0.302552;0.817797;0.0171253;-0.227416;-0.970489;0.0783609;1;2;3;7;8;9;0.984607;121.232
rHand;TestUser_04;BackStep;-0.250874;-0.315219;0.734466;0.119149;0.277333;0.944961;-0.126247;1;2;3;7;8;9;0.984607;121.232
lFoot;TestUser_04;BackStep;0.0740057;0.506006;0.190238;-0.751318;0.0157925;-0.0408247;0.658487;1;2;3;7;8;9;0.984607;121.232
rFoot;TestUser_04;BackStep;-0.138619;0.0495955;0.0786522;-0.952761;-0.0205139;0.0539385;0.298188;1;2;3;7;8;9;0.984607;121.232
head;TestUser_04;BackStep;-0.122834;-0.168333;1.27041;0.700044;-0.0378257;0.0044046;0.713084;1;2;3;7;8;9;0.984607;121.249
hip;TestUser_04;BackStep;-0.0815244;0.256212;0.824509;0.827291;-0.00262959;0.0125501;0.561627;1;2;3;7;8;9;0.984607;121.249
lHand;TestUser_04;BackStep;0.100881;-0.302562;0.811468;0.0161591;-0.228649;-0.970445;0.0754612;1;2;3;7;8;9;0.984607;121.249
rHand;TestUser_04;BackStep;-0.249823;-0.316888;0.728442;0.115416;0.288674;0.942122;-0.125506;1;2;3;7;8;9;0.984607;121.249
lFoot;TestUser_04;BackStep;0.0745996;0.508041;0.188929;-0.745584;0.0265559;-0.0404578;0.664652;1;2;3;7;8;9;0.984607;121.249
rFoot;TestUser_04;BackStep;-0.138518;0.0496345;0.078688;-0.952049;-0.0224133;0.0552177;0.300086;1;2;3;7;8;9;0.984607;121.249
head;TestUser_04;BackStep;-0.121615;-0.168258;1.25942;0.700665;-0.0379341;0.00397127;0.71247;1;2;3;7;8;9;0.984607;121.266
hip;TestUser_04;BackStep;-0.0808944;0.258931;0.816782;0.829473;-0.00245351;0.00805603;0.558484;1;2;3;7;8;9;0.984607;121.266
lHand;TestUser_04;BackStep;0.100446;-0.302716;0.8046;0.0107462;-0.232041;-0.969826;0.0740162;1;2;3;7;8;9;0.984607;121.266
rHand;TestUser_04;BackStep;-0.248613;-0.318324;0.722676;0.11311;0.297973;0.939698;-0.124036;1;2;3;7;8;9;0.984607;121.266
lFoot;TestUser_04;BackStep;0.0745387;0.510409;0.188214;-0.740829;0.0227669;-0.0463346;0.669706;1;2;3;7;8;9;0.984607;121.266
rFoot;TestUser_04;BackStep;-0.138608;0.0495571;0.0787907;-0.95119;-0.0242523;0.0562403;0.302467;1;2;3;7;8;9;0.984607;121.266
head;TestUser_04;BackStep;-0.120518;-0.16785;1.24833;0.701401;-0.0380289;0.00364717;0.711742;1;2;3;7;8;9;0.984607;121.282
hip;TestUser_04;BackStep;-0.0808145;0.261881;0.808658;0.830598;-0.0017136;0.00479331;0.556849;1;2;3;7;8;9;0.984607;121.282
lHand;TestUser_04;BackStep;0.0999376;-0.301988;0.798132;0.00531363;-0.237039;-0.968668;0.0739421;1;2;3;7;8;9;0.984607;121.282
rHand;TestUser_04;BackStep;-0.247523;-0.319269;0.716789;0.110957;0.303805;0.938162;-0.123463;1;2;3;7;8;9;0.984607;121.282
lFoot;TestUser_04;BackStep;0.0718411;0.512271;0.186357;-0.739279;0.00721201;-0.0454906;0.671822;1;2;3;7;8;9;0.984607;121.282
rFoot;TestUser_04;BackStep;-0.137861;0.0495787;0.0788245;-0.950198;-0.0232648;0.054983;0.305874;1;2;3;7;8;9;0.984607;121.282
head;TestUser_04;BackStep;-0.119356;-0.167521;1.23735;0.7022;-0.0377869;0.00331127;0.710968;1;2;3;7;8;9;0.984607;121.299
hip;TestUser_04;BackStep;-0.0803653;0.264372;0.799453;0.830372;-0.000827052;0.00336806;0.557198;1;2;3;7;8;9;0.984607;121.299
lHand;TestUser_04;BackStep;0.0994502;-0.301272;0.791681;0.00014224;-0.243137;-0.967177;0.0738421;1;2;3;7;8;9;0.984607;121.299
rHand;TestUser_04;BackStep;-0.246725;-0.320029;0.711225;0.109736;0.309464;0.936576;-0.122536;1;2;3;7;8;9;0.984607;121.299
lFoot;TestUser_04;BackStep;0.0703015;0.51429;0.185398;-0.734054;0.00299218;-0.0405969;0.67787;1;2;3;7;8;9;0.984607;121.299
rFoot;TestUser_04;BackStep;-0.137897;0.049645;0.07943;-0.949295;-0.0241396;0.0536459;0.308836;1;2;3;7;8;9;0.984607;121.299
head;TestUser_04;BackStep;-0.118436;-0.166828;1.22652;0.702837;-0.037145;0.00293309;0.710374;1;2;3;7;8;9;0.984607;121.316
hip;TestUser_04;BackStep;-0.0799558;0.267251;0.790597;0.830255;-0.000170678;0.0049167;0.557362;1;2;3;7;8;9;0.984607;121.316
lHand;TestUser_04;BackStep;0.0994164;-0.300703;0.785345;-0.00588613;-0.252287;-0.964755;0.0745979;1;2;3;7;8;9;0.984607;121.316
rHand;TestUser_04;BackStep;-0.246119;-0.320662;0.705556;0.11221;0.313895;0.934832;-0.122344;1;2;3;7;8;9;0.984607;121.316
lFoot;TestUser_04;BackStep;0.068881;0.514626;0.183645;-0.727724;8.72314e-05;-0.0391248;0.684753;1;2;3;7;8;9;0.984607;121.316
rFoot;TestUser_04;BackStep;-0.138722;0.0495159;0.0796166;-0.948802;-0.0270719;0.0532629;0.31017;1;2;3;7;8;9;0.984607;121.316
head;TestUser_04;BackStep;-0.117402;-0.166296;1.21551;0.703139;-0.0362157;0.0027416;0.710124;1;2;3;7;8;9;0.984607;121.333
hip;TestUser_04;BackStep;-0.0796481;0.270359;0.782424;0.831414;0.00051669;0.00629774;0.555618;1;2;3;7;8;9;0.984607;121.333
lHand;TestUser_04;BackStep;0.0991345;-0.299347;0.778558;-0.0116031;-0.261871;-0.9621;0.0751785;1;2;3;7;8;9;0.984607;121.333
rHand;TestUser_04;BackStep;-0.245475;-0.321267;0.699851;0.114742;0.319676;0.932572;-0.122274;1;2;3;7;8;9;0.984607;121.333
lFoot;TestUser_04;BackStep;0.0687502;0.515448;0.181274;-0.72389;0.0018087;-0.0409389;0.688697;1;2;3;7;8;9;0.984607;121.333
rFoot;TestUser_04;BackStep;-0.138536;0.0494354;0.079749;-0.948231;-0.0254578;0.052524;0.312171;1;2;3;7;8;9;0.984607;121.333
head;TestUser_04;BackStep;-0.11622;-0.165641;1.20439;0.702977;-0.0353503;0.00259841;0.710329;1;2;3;7;8;9;0.984607;121.349
hip;TestUser_04;BackStep;-0.0800196;0.273718;0.775176;0.834125;0.00233724;0.00759865;0.551518;1;2;3;7;8;9;0.984607;121.349
lHand;TestUser_04;BackStep;0.0988888;-0.297859;0.771748;-0.0161427;-0.269362;-0.959961;0.0752272;1;2;3;7;8;9;0.984607;121.349
rHand;TestUser_04;BackStep;-0.244583;-0.321591;0.693912;0.117366;0.327575;0.929323;-0.123606;1;2;3;7;8;9;0.984607;121.349
lFoot;TestUser_04;BackStep;0.0686831;0.515648;0.178609;-0.720198;0.00392577;-0.0423008;0.692467;1;2;3;7;8;9;0.984607;121.349
rFoot;TestUser_04;BackStep;-0.138805;0.0491464;0.0801413;-0.947188;-0.0247307;0.052057;0.315457;1;2;3;7;8;9;0.984607;121.349
head;TestUser_04;BackStep;-0.115111;-0.164823;1.1935;0.70308;-0.0352144;0.00256123;0.710234;1;2;3;7;8;9;0.984607;121.366
hip;TestUser_04;BackStep;-0.0800006;0.276635;0.767125;0.835243;0.00266151;0.00883244;0.549804;1;2;3;7;8;9;0.984607;121.366
lHand;TestUser_04;BackStep;0.0990622;-0.296387;0.765371;-0.0191985;-0.274194;-0.958578;0.0746838;1;2;3;7;8;9;0.984607;121.366
rHand;TestUser_04;BackStep;-0.243655;-0.322064;0.688115;0.117169;0.336275;0.926156;-0.1242;1;2;3;7;8;9;0.984607;121.366
lFoot;TestUser_04;BackStep;0.0673877;0.515868;0.177149;-0.715865;0.00417218;-0.0400574;0.697076;1;2;3;7;8;9;0.984607;121.366
rFoot;TestUser_04;BackStep;-0.13869;0.0491321;0.0803758;-0.946273;-0.0258157;0.0516566;0.31817;1;2;3;7;8;9;0.984607;121.366
head;TestUser_04;BackStep;-0.113915;-0.163956;1.18287;0.703743;-0.0354922;0.00279205;0.709562;1;2;3;7;8;9;0.984607;121.382
hip;TestUser_04;BackStep;-0.0793148;0.278512;0.757962;0.834357;0.00182052;0.0109447;0.551112;1;2;3;7;8;9;0.984607;121.382
lHand;TestUser_04;BackStep;0.0989451;-0.29469;0.758608;-0.0194363;-0.27447;-0.958606;0.0732303;1;2;3;7;8;9;0.984607;121.382
rHand;TestUser_04;BackStep;-0.242712;-0.322376;0.682139;0.11547;0.34581;0.922771;-0.124799;1;2;3;7;8;9;0.984607;121.382
lFoot;TestUser_04;BackStep;0.0653223;0.515668;0.176457;-0.711994;0.00429997;-0.0330483;0.701394;1;2;3;7;8;9;0.984607;121.382
rFoot;TestUser_04;BackStep;-0.13896;0.0491488;0.0803719;-0.945643;-0.0271083;0.0524169;0.319809;1;2;3;7;8;9;0.984607;121.382
head;TestUser_04;BackStep;-0.112813;-0.162785;1.17259;0.70428;-0.0352239;0.00299337;0.709041;1;2;3;7;8;9;0.984607;121.399
hip;TestUser_04;BackStep;-0.0786902;0.281129;0.749093;0.834071;0.00194459;0.0123709;0.551515;1;2;3;7;8;9;0.984607;121.399
lHand;TestUser_04;BackStep;0.0987881;-0.293177;0.751924;-0.0192403;-0.274639;-0.958734;0.0709374;1;2;3;7;8;9;0.984607;121.399
rHand;TestUser_04;BackStep;-0.241434;-0.322217;0.676048;0.110374;0.356374;0.919299;-0.125313;1;2;3;7;8;9;0.984607;121.399
lFoot;TestUser_04;BackStep;0.0644344;0.515124;0.177061;-0.706134;0.00481391;-0.0308223;0.70739;1;2;3;7;8;9;0.984607;121.399
rFoot;TestUser_04;BackStep;-0.139051;0.0490963;0.0805875;-0.944913;-0.0276195;0.0524459;0.321911;1;2;3;7;8;9;0.984607;121.399
head;TestUser_04;BackStep;-0.111584;-0.16187;1.16217;0.704352;-0.0344727;0.00294133;0.709007;1;2;3;7;8;9;0.984607;121.416
hip;TestUser_04;BackStep;-0.0784848;0.283636;0.740658;0.834879;0.00367592;0.0131046;0.550265;1;2;3;7;8;9;0.984607;121.416
lHand;TestUser_04;BackStep;0.0987714;-0.291454;0.745471;-0.0188947;-0.275875;-0.958581;0.0682546;1;2;3;7;8;9;0.984607;121.416
rHand;TestUser_04;BackStep;-0.240577;-0.32195;0.67032;0.108397;0.364287;0.916474;-0.124979;1;2;3;7;8;9;0.984607;121.416
lFoot;TestUser_04;BackStep;0.0626609;0.513113;0.178262;-0.698374;-0.00248107;-0.0306686;0.715072;1;2;3;7;8;9;0.984607;121.416
rFoot;TestUser_04;BackStep;-0.139345;0.0491417;0.0807429;-0.944439;-0.028354;0.0529245;0.323157;1;2;3;7;8;9;0.984607;121.416
head;TestUser_04;BackStep;-0.110355;-0.160837;1.15167;0.70383;-0.0333486;0.00282488;0.70958;1;2;3;7;8;9;0.984607;121.433
hip;TestUser_04;BackStep;-0.0787569;0.286812;0.732792;0.836801;0.00658457;0.0125386;0.547324;1;2;3;7;8;9;0.984607;121.433
lHand;TestUser_04;BackStep;0.098597;-0.289793;0.73919;-0.0162658;-0.277078;-0.958574;0.0640193;1;2;3;7;8;9;0.984607;121.433
rHand;TestUser_04;BackStep;-0.239596;-0.321318;0.664449;0.106541;0.369203;0.914915;-0.123565;1;2;3;7;8;9;0.984607;121.433
lFoot;TestUser_04;BackStep;0.0614477;0.510425;0.178516;-0.692172;-0.00809091;-0.0326819;0.720947;1;2;3;7;8;9;0.984607;121.433
rFoot;TestUser_04;BackStep;-0.139393;0.0491121;0.0808024;-0.94395;-0.0275248;0.0530654;0.324632;1;2;3;7;8;9;0.984607;121.433
head;TestUser_04;BackStep;-0.109241;-0.159744;1.14113;0.703245;-0.0325076;0.00283717;0.710199;1;2;3;7;8;9;0.984607;121.449
hip;TestUser_04;BackStep;-0.0785954;0.289503;0.724795;0.838153;0.00805105;0.0128855;0.545223;1;2;3;7;8;9;0.984607;121.449
lHand;TestUser_04;BackStep;0.0983213;-0.288316;0.732927;-0.0172076;-0.281847;-0.957468;0.0593412;1;2;3;7;8;9;0.984607;121.449
rHand;TestUser_04;BackStep;-0.238805;-0.320928;0.658553;0.105634;0.374274;0.913089;-0.122593;1;2;3;7;8;9;0.984607;121.449
lFoot;TestUser_04;BackStep;0.0613306;0.507824;0.178746;-0.685559;-0.00855735;-0.034082;0.727169;1;2;3;7;8;9;0.984607;121.449
rFoot;TestUser_04;BackStep;-0.138991;0.0493815;0.0810251;-0.943287;-0.0270871;0.0532246;0.326562;1;2;3;7;8;9;0.984607;121.449
head;TestUser_04;BackStep;-0.107992;-0.158646;1.13078;0.702728;-0.0318949;0.00268024;0.710738;1;2;3;7;8;9;0.984607;121.466
hip;TestUser_04;BackStep;-0.0785552;0.29219;0.716794;0.83834;0.00896116;0.0144772;0.544881;1;2;3;7;8;9;0.984607;121.466
lHand;TestUser_04;BackStep;0.0981993;-0.286623;0.72605;-0.0206153;-0.28805;-0.955816;0.0549315;1;2;3;7;8;9;0.984607;121.466
rHand;TestUser_04;BackStep;-0.238004;-0.320148;0.652591;0.105568;0.377395;0.91202;-0.121028;1;2;3;7;8;9;0.984607;121.466
lFoot;TestUser_04;BackStep;0.061249;0.504021;0.179464;-0.67939;-0.00587451;-0.0325467;0.733032;1;2;3;7;8;9;0.984607;121.466
rFoot;TestUser_04;BackStep;-0.139091;0.0492683;0.08119;-0.942765;-0.0266197;0.0543519;0.327921;1;2;3;7;8;9;0.984607;121.466
head;TestUser_04;BackStep;-0.106699;-0.157708;1.12064;0.702344;-0.0312973;0.00263383;0.711145;1;2;3;7;8;9;0.984607;121.483
hip;TestUser_04;BackStep;-0.0783792;0.294284;0.708137;0.837422;0.00908268;0.0147244;0.546283;1;2;3;7;8;9;0.984607;121.483
lHand;TestUser_04;BackStep;0.0981087;-0.284872;0.719478;-0.0250244;-0.296044;-0.95353;0.0501215;1;2;3;7;8;9;0.984607;121.483
rHand;TestUser_04;BackStep;-0.237038;-0.31951;0.646653;0.104575;0.381102;0.910755;-0.119796;1;2;3;7;8;9;0.984607;121.483
lFoot;TestUser_04;BackStep;0.0614219;0.500154;0.18053;-0.670815;-0.0045127;-0.0333515;0.740861;1;2;3;7;8;9;0.984607;121.483
rFoot;TestUser_04;BackStep;-0.139039;0.0493234;0.0812117;-0.942342;-0.0250253;0.0553115;0.329098;1;2;3;7;8;9;0.984607;121.483
head;TestUser_04;BackStep;-0.105621;-0.156867;1.11061;0.702196;-0.030632;0.00276562;0.711319;1;2;3;7;8;9;0.984607;121.499
hip;TestUser_04;BackStep;-0.0777645;0.296027;0.699494;0.836982;0.00893465;0.0134025;0.546994;1;2;3;7;8;9;0.984607;121.499
lHand;TestUser_04;BackStep;0.0981662;-0.282812;0.713223;-0.0274827;-0.307041;-0.95023;0.0450922;1;2;3;7;8;9;0.984607;121.499
rHand;TestUser_04;BackStep;-0.236064;-0.318964;0.640343;0.100373;0.384648;0.909871;-0.118769;1;2;3;7;8;9;0.984607;121.499
lFoot;TestUser_04;BackStep;0.0613205;0.49672;0.181213;-0.664395;-0.00441176;-0.0331824;0.746632;1;2;3;7;8;9;0.984607;121.499
rFoot;TestUser_04;BackStep;-0.138542;0.0490502;0.0813285;-0.942007;-0.0231453;0.0548094;0.330277;1;2;3;7;8;9;0.984607;121.499
head;TestUser_04;BackStep;-0.104496;-0.156028;1.10124;0.703023;-0.0302847;0.00320819;0.710515;1;2;3;7;8;9;0.984607;121.516
hip;TestUser_04;BackStep;-0.0773544;0.296739;0.690481;0.837219;0.00875354;0.00622253;0.546763;1;2;3;7;8;9;0.984607;121.516
lHand;TestUser_04;BackStep;0.0976115;-0.280714;0.707085;-0.0246759;-0.31453;-0.948011;0.041694;1;2;3;7;8;9;0.984607;121.516
rHand;TestUser_04;BackStep;-0.23466;-0.318466;0.633725;0.0962809;0.389232;0.908447;-0.118126;1;2;3;7;8;9;0.984607;121.516
lFoot;TestUser_04;BackStep;0.0616838;0.493219;0.18175;-0.657682;-0.00641462;-0.0363037;0.752393;1;2;3;7;8;9;0.984607;121.516
rFoot;TestUser_04;BackStep;-0.138272;0.0489255;0.0815011;-0.941686;-0.0229159;0.0552002;0.331143;1;2;3;7;8;9;0.984607;121.516
head;TestUser_04;BackStep;-0.103271;-0.155248;1.09221;0.703837;-0.0305828;0.00389792;0.709693;1;2;3;7;8;9;0.984607;121.533
hip;TestUser_04;BackStep;-0.0779843;0.299113;0.68335;0.839112;0.0112627;0.00628122;0.543805;1;2;3;7;8;9;0.984607;121.533
lHand;TestUser_04;BackStep;0.0976142;-0.278798;0.701008;-0.0225439;-0.321319;-0.945924;0.0383935;1;2;3;7;8;9;0.984607;121.533
rHand;TestUser_04;BackStep;-0.2336;-0.317586;0.627347;0.0919752;0.39437;0.906791;-0.117232;1;2;3;7;8;9;0.984607;121.533
lFoot;TestUser_04;BackStep;0.0621928;0.49026;0.182325;-0.6507;-0.00673365;-0.0368698;0.758409;1;2;3;7;8;9;0.984607;121.533
rFoot;TestUser_04;BackStep;-0.138607;0.0488819;0.081531;-0.941501;-0.0241827;0.0562149;0.331406;1;2;3;7;8;9;0.984607;121.533
head;TestUser_04;BackStep;-0.102123;-0.154502;1.08308;0.703982;-0.0312867;0.00453019;0.709514;1;2;3;7;8;9;0.984607;121.549
hip;TestUser_04;BackStep;-0.0784376;0.301534;0.676661;0.840744;0.0132772;0.00983856;0.541181;1;2;3;7;8;9;0.984607;121.549
lHand;TestUser_04;BackStep;0.0977768;-0.276995;0.695315;-0.017038;-0.325402;-0.944739;0.0359283;1;2;3;7;8;9;0.984607;121.549
rHand;TestUser_04;BackStep;-0.232501;-0.316743;0.621188;0.0880211;0.398858;0.905332;-0.116356;1;2;3;7;8;9;0.984607;121.549
lFoot;TestUser_04;BackStep;0.062867;0.487525;0.182804;-0.644387;-0.00695821;-0.0365747;0.763793;1;2;3;7;8;9;0.984607;121.549
rFoot;TestUser_04;BackStep;-0.138641;0.0485162;0.0818324;-0.941367;-0.023528;0.0556462;0.33193;1;2;3;7;8;9;0.984607;121.549
head;TestUser_04;BackStep;-0.100828;-0.153632;1.07409;0.703797;-0.0322987;0.00498344;0.709649;1;2;3;7;8;9;0.984607;121.566
hip;TestUser_04;BackStep;-0.0788777;0.303605;0.669842;0.84201;0.0154586;0.0122663;0.539101;1;2;3;7;8;9;0.984607;121.566
lHand;TestUser_04;BackStep;0.0979754;-0.275083;0.689768;-0.0143752;-0.330111;-0.943262;0.03282;1;2;3;7;8;9;0.984607;121.566
rHand;TestUser_04;BackStep;-0.231454;-0.315756;0.615012;0.0838543;0.402844;0.904117;-0.115138;1;2;3;7;8;9;0.984607;121.566
lFoot;TestUser_04;BackStep;0.0638218;0.48489;0.183247;-0.638328;-0.00565481;-0.0350686;0.768944;1;2;3;7;8;9;0.984607;121.566
rFoot;TestUser_04;BackStep;-0.138286;0.0484342;0.0818518;-0.941189;-0.021838;0.0554093;0.332589;1;2;3;7;8;9;0.984607;121.566
head;TestUser_04;BackStep;-0.099462;-0.152753;1.06523;0.703389;-0.033342;0.00519059;0.710004;1;2;3;7;8;9;0.984607;121.583
hip;TestUser_04;BackStep;-0.0786936;0.305275;0.66247;0.842277;0.0158725;0.00945896;0.538728;1;2;3;7;8;9;0.984607;121.583
lHand;TestUser_04;BackStep;0.0981667;-0.273414;0.684459;-0.0080852;-0.330738;-0.943164;0.0314452;1;2;3;7;8;9;0.984607;121.583
rHand;TestUser_04;BackStep;-0.23052;-0.314441;0.609127;0.0803305;0.405059;0.903649;-0.113543;1;2;3;7;8;9;0.984607;121.583
lFoot;TestUser_04;BackStep;0.0647328;0.482869;0.183097;-0.632839;-0.00541466;-0.0346501;0.773489;1;2;3;7;8;9;0.984607;121.583
rFoot;TestUser_04;BackStep;-0.13839;0.0483472;0.0818588;-0.941192;-0.0226013;0.0549437;0.332608;1;2;3;7;8;9;0.984607;121.583
head;TestUser_04;BackStep;-0.0982738;-0.152019;1.05664;0.702962;-0.0339421;0.00509503;0.710399;1;2;3;7;8;9;0.984607;121.599
hip;TestUser_04;BackStep;-0.078285;0.306956;0.655664;0.842801;0.0153812;0.00846421;0.537938;1;2;3;7;8;9;0.984607;121.599
lHand;TestUser_04;BackStep;0.0984044;-0.271836;0.678895;-0.00744243;-0.332114;-0.942735;0.0299148;1;2;3;7;8;9;0.984607;121.599
rHand;TestUser_04;BackStep;-0.229748;-0.313218;0.603516;0.0780581;0.407666;0.902807;-0.112497;1;2;3;7;8;9;0.984607;121.599
lFoot;TestUser_04;BackStep;0.0654139;0.480612;0.183255;-0.627098;-0.00572687;-0.0338311;0.778184;1;2;3;7;8;9;0.984607;121.599
rFoot;TestUser_04;BackStep;-0.138744;0.0480879;0.0819434;-0.941115;-0.0228619;0.055351;0.33274;1;2;3;7;8;9;0.984607;121.599
head;TestUser_04;BackStep;-0.0969281;-0.151349;1.04814;0.702276;-0.0342204;0.00503952;0.711064;1;2;3;7;8;9;0.984607;121.616
hip;TestUser_04;BackStep;-0.0784882;0.309574;0.650208;0.844086;0.0167548;0.00865852;0.535876;1;2;3;7;8;9;0.984607;121.616
lHand;TestUser_04;BackStep;0.0990471;-0.270545;0.673438;-0.00999661;-0.334781;-0.941816;0.0283512;1;2;3;7;8;9;0.984607;121.616
rHand;TestUser_04;BackStep;-0.229064;-0.312069;0.598031;0.0790142;0.409647;0.901944;-0.111549;1;2;3;7;8;9;0.984607;121.616
lFoot;TestUser_04;BackStep;0.06671;0.478866;0.182986;-0.622593;-0.0041571;-0.0319903;0.781881;1;2;3;7;8;9;0.984607;121.616
rFoot;TestUser_04;BackStep;-0.138635;0.0481291;0.0818801;-0.941028;-0.022665;0.0548342;0.333085;1;2;3;7;8;9;0.984607;121.616
head;TestUser_04;BackStep;-0.0956116;-0.150855;1.03989;0.701825;-0.0342101;0.00520978;0.711508;1;2;3;7;8;9;0.984607;121.633
hip;TestUser_04;BackStep;-0.0783788;0.311519;0.64358;0.84344;0.0167305;0.00904035;0.536887;1;2;3;7;8;9;0.984607;121.633
lHand;TestUser_04;BackStep;0.0993819;-0.268589;0.667559;-0.0170753;-0.337158;-0.940856;0.0287025;1;2;3;7;8;9;0.984607;121.633
rHand;TestUser_04;BackStep;-0.228356;-0.310908;0.592705;0.0799022;0.411508;0.901031;-0.111442;1;2;3;7;8;9;0.984607;121.633
lFoot;TestUser_04;BackStep;0.067803;0.477014;0.182779;-0.617619;-0.00229546;-0.0303752;0.785887;1;2;3;7;8;9;0.984607;121.633
rFoot;TestUser_04;BackStep;-0.138629;0.048077;0.0818213;-0.941062;-0.022071;0.0533988;0.333261;1;2;3;7;8;9;0.984607;121.633
head;TestUser_04;BackStep;-0.0945024;-0.150445;1.0323;0.702012;-0.0330854;0.00487516;0.711379;1;2;3;7;8;9;0.984607;121.65
hip;TestUser_04;BackStep;-0.077199;0.311812;0.636086;0.840734;0.0140891;0.00792026;0.541208;1;2;3;7;8;9;0.984607;121.65
lHand;TestUser_04;BackStep;0.0999825;-0.266917;0.662192;-0.0206687;-0.340065;-0.939713;0.0294585;1;2;3;7;8;9;0.984607;121.65
rHand;TestUser_04;BackStep;-0.227159;-0.309757;0.587311;0.0769842;0.413108;0.900457;-0.11222;1;2;3;7;8;9;0.984607;121.65
lFoot;TestUser_04;BackStep;0.0689503;0.475296;0.183115;-0.613035;-6.62208e-05;-0.0281643;0.789554;1;2;3;7;8;9;0.984607;121.65
rFoot;TestUser_04;BackStep;-0.139067;0.0480446;0.0817997;-0.941072;-0.0233356;0.0534054;0.333148;1;2;3;7;8;9;0.984607;121.65
head;TestUser_04;BackStep;-0.0934004;-0.150187;1.02484;0.702089;-0.0313121;0.00420169;0.711389;1;2;3;7;8;9;0.984607;121.666
hip;TestUser_04;BackStep;-0.0766276;0.312752;0.629927;0.840164;0.0139203;0.00670713;0.542113;1;2;3;7;8;9;0.984607;121.666
lHand;TestUser_04;BackStep;0.101086;-0.265862;0.657126;-0.0226077;-0.34341;-0.93844;0.029824;1;2;3;7;8;9;0.984607;121.666
rHand;TestUser_04;BackStep;-0.225844;-0.308757;0.581907;0.0707931;0.415274;0.899944;-0.112415;1;2;3;7;8;9;0.984607;121.666
lFoot;TestUser_04;BackStep;0.0700398;0.47338;0.183203;-0.608009;0.000266492;-0.027296;0.793461;1;2;3;7;8;9;0.984607;121.666
rFoot;TestUser_04;BackStep;-0.138966;0.0480428;0.0818734;-0.941166;-0.0235593;0.0528977;0.332947;1;2;3;7;8;9;0.984607;121.666
head;TestUser_04;BackStep;-0.0921591;-0.150265;1.01776;0.701912;-0.0292934;0.00344895;0.711653;1;2;3;7;8;9;0.984607;121.683
hip;TestUser_04;BackStep;-0.0765228;0.314187;0.624436;0.840669;0.0146739;0.00670834;0.541309;1;2;3;7;8;9;0.984607;121.683
lHand;TestUser_04;BackStep;0.101765;-0.264382;0.651997;-0.0243791;-0.346748;-0.937147;0.0304592;1;2;3;7;8;9;0.984607;121.683
rHand;TestUser_04;BackStep;-0.224436;-0.30788;0.576869;0.0651931;0.41746;0.899396;-0.112091;1;2;3;7;8;9;0.984607;121.683
lFoot;TestUser_04;BackStep;0.0708265;0.471482;0.183069;-0.603336;0.000239789;-0.0260833;0.79706;1;2;3;7;8;9;0.984607;121.683
rFoot;TestUser_04;BackStep;-0.138973;0.0479965;0.0817047;-0.941299;-0.0226481;0.052902;0.332633;1;2;3;7;8;9;0.984607;121.683
