tag;calPosX;calPosY;calPosZ;calRotX;calRotY;calRotZ;calRotW;angVelX;angVelY;angVelZ;linVelX;linVelY;linVelZ;scale;time
hip;-0.00705906;0.0754656;0.924388;0.577277;0.0052622;0.0144667;0.816404;1;2;3;7;8;9;0.992573;16.8607
lHand;0.422981;-0.0628025;0.857165;0.171005;0.445499;-0.866278;0.147818;1;2;3;7;8;9;0.992573;16.8607
rHand;-0.502576;-0.0548479;0.925362;0.23888;-0.47606;0.834859;0.138976;1;2;3;7;8;9;0.992573;16.8607
lFoot;0.138711;0.0520906;0.0698366;-0.985397;-0.0389581;-0.0659697;0.152061;1;2;3;7;8;9;0.992573;16.8607
rFoot;-0.139143;0.0522925;0.0698635;-0.985395;0.0328655;0.0572084;0.156981;1;2;3;7;8;9;0.992573;16.8607
head;-0.0146886;0.0198976;1.58439;0.718328;0.000222344;0.0181481;0.695467;1;2;3;7;8;9;0.992573;16.8774
hip;-0.00751121;0.0756713;0.924435;0.578912;0.00551327;0.0146744;0.815239;1;2;3;7;8;9;0.992573;16.8774
lHand;0.412151;-0.0614584;0.850648;0.168829;0.447255;-0.867626;0.136693;1;2;3;7;8;9;0.992573;16.8774
rHand;-0.494771;-0.0548473;0.918742;0.238033;-0.480074;0.834301;0.129659;1;2;3;7;8;9;0.992573;16.8774
lFoot;0.138694;0.0520833;0.0698783;-0.985363;-0.0390342;-0.0661994;0.152166;1;2;3;7;8;9;0.992573;16.8774
rFoot;-0.139123;0.0523667;0.0698787;-0.985398;0.0327551;0.0569256;0.157091;1;2;3;7;8;9;0.992573;16.8774
head;-0.014827;0.0196766;1.58438;0.718173;-0.000149427;0.0179654;0.695633;1;2;3;7;8;9;0.992573;16.894
hip;-0.00802194;0.0758734;0.924579;0.579681;0.00549493;0.0148618;0.81469;1;2;3;7;8;9;0.992573;16.894
lHand;0.401795;-0.0602919;0.844182;0.168198;0.451191;-0.867777;0.122883;1;2;3;7;8;9;0.992573;16.894
rHand;-0.486781;-0.0543494;0.913181;0.239199;-0.482066;0.833577;0.124684;1;2;3;7;8;9;0.992573;16.894
lFoot;0.138741;0.0520669;0.0699408;-0.985317;-0.0389917;-0.0666201;0.152292;1;2;3;7;8;9;0.992573;16.894
rFoot;-0.139122;0.0523637;0.0698723;-0.985429;0.0326803;0.0565407;0.157053;1;2;3;7;8;9;0.992573;16.894
head;-0.0150114;0.0195212;1.58437;0.717977;0.000125483;0.017704;0.695841;1;2;3;7;8;9;0.992573;16.9108
hip;-0.00821415;0.0752729;0.924487;0.579975;0.00551718;0.0153142;0.814472;1;2;3;7;8;9;0.992573;16.9108
lHand;0.391365;-0.0592853;0.837776;0.166069;0.454145;-0.868471;0.109234;1;2;3;7;8;9;0.992573;16.9108
rHand;-0.479079;-0.0535433;0.907153;0.236929;-0.482431;0.83487;0.118817;1;2;3;7;8;9;0.992573;16.9108
lFoot;0.138718;0.0521785;0.0700573;-0.985263;-0.0394191;-0.0667549;0.152471;1;2;3;7;8;9;0.992573;16.9108
rFoot;-0.139134;0.052391;0.0699127;-0.98543;0.032576;0.0562218;0.157182;1;2;3;7;8;9;0.992573;16.9108
head;-0.0152998;0.0192773;1.58454;0.717793;0.00103363;0.0172769;0.696041;1;2;3;7;8;9;0.992573;16.9274
hip;-0.00867681;0.0749;0.924551;0.579628;0.00575682;0.0162943;0.814698;1;2;3;7;8;9;0.992573;16.9274
lHand;0.381189;-0.0578866;0.831471;0.160434;0.45362;-0.870785;0.101113;1;2;3;7;8;9;0.992573;16.9274
rHand;-0.471877;-0.0523883;0.901296;0.232623;-0.480317;0.837902;0.114467;1;2;3;7;8;9;0.992573;16.9274
lFoot;0.13868;0.0522159;0.070132;-0.985214;-0.0397816;-0.0669116;0.152621;1;2;3;7;8;9;0.992573;16.9274
rFoot;-0.139089;0.0524491;0.0699037;-0.985433;0.0327097;0.0560757;0.157185;1;2;3;7;8;9;0.992573;16.9274
head;-0.0156241;0.0189785;1.58452;0.717491;0.00212845;0.0170825;0.696355;1;2;3;7;8;9;0.992573;16.9441
hip;-0.0092285;0.0748453;0.924747;0.578868;0.00615705;0.0172549;0.815216;1;2;3;7;8;9;0.992573;16.9441
lHand;0.370947;-0.0566227;0.825023;0.156185;0.452532;-0.872788;0.0951947;1;2;3;7;8;9;0.992573;16.9441
rHand;-0.464783;-0.0514416;0.896167;0.227;-0.478416;0.841213;0.109316;1;2;3;7;8;9;0.992573;16.9441
lFoot;0.138681;0.0521996;0.0701918;-0.985191;-0.0401766;-0.0671931;0.152543;1;2;3;7;8;9;0.992573;16.9441
rFoot;-0.139099;0.0524541;0.0699169;-0.985457;0.0328125;0.0557423;0.157133;1;2;3;7;8;9;0.992573;16.9441
head;-0.0159588;0.0186122;1.58446;0.717249;0.00256451;0.0173181;0.696597;1;2;3;7;8;9;0.992573;16.9608
hip;-0.00934219;0.0740491;0.924636;0.578535;0.0065071;0.0178283;0.815437;1;2;3;7;8;9;0.992573;16.9608
lHand;0.360681;-0.0553262;0.819302;0.154245;0.450397;-0.874496;0.0927762;1;2;3;7;8;9;0.992573;16.9608
rHand;-0.457746;-0.050432;0.890662;0.222854;-0.478055;0.843317;0.10303;1;2;3;7;8;9;0.992573;16.9608
lFoot;0.138709;0.0522076;0.0702711;-0.985129;-0.0404219;-0.0674832;0.152751;1;2;3;7;8;9;0.992573;16.9608
rFoot;-0.139178;0.0523608;0.0699226;-0.985447;0.0330031;0.0553329;0.157301;1;2;3;7;8;9;0.992573;16.9608
head;-0.0162138;0.0183373;1.58433;0.717046;0.0021892;0.018048;0.696789;1;2;3;7;8;9;0.992573;16.9775
hip;-0.00967365;0.0737851;0.924683;0.578804;0.00688117;0.0180706;0.815238;1;2;3;7;8;9;0.992573;16.9775
lHand;0.350788;-0.0536255;0.813876;0.150769;0.449617;-0.875573;0.0921122;1;2;3;7;8;9;0.992573;16.9775
rHand;-0.451115;-0.0490874;0.886048;0.220489;-0.479327;0.844164;0.0949602;1;2;3;7;8;9;0.992573;16.9775
lFoot;0.138612;0.052147;0.0703373;-0.985064;-0.0407435;-0.0677238;0.152982;1;2;3;7;8;9;0.992573;16.9775
rFoot;-0.139167;0.0523691;0.0699093;-0.985466;0.0330325;0.0549986;0.157293;1;2;3;7;8;9;0.992573;16.9775
head;-0.016375;0.0180668;1.5842;0.716893;0.00144683;0.0187404;0.69693;1;2;3;7;8;9;0.992573;16.9941
hip;-0.0102487;0.0738914;0.924821;0.579592;0.00712582;0.0180319;0.814677;1;2;3;7;8;9;0.992573;16.9941
lHand;0.340991;-0.0520786;0.808645;0.14633;0.45;-0.876336;0.0901268;1;2;3;7;8;9;0.992573;16.9941
rHand;-0.443824;-0.0480627;0.881507;0.218283;-0.480593;0.844818;0.0875504;1;2;3;7;8;9;0.992573;16.9941
lFoot;0.138583;0.0521224;0.0703884;-0.985012;-0.040981;-0.067888;0.153176;1;2;3;7;8;9;0.992573;16.9941
rFoot;-0.139216;0.0524065;0.0699016;-0.985478;0.0328409;0.0545557;0.157409;1;2;3;7;8;9;0.992573;16.9941
head;-0.0164465;0.0179032;1.58417;0.716901;0.000981508;0.01895;0.696917;1;2;3;7;8;9;0.992573;17.0109
hip;-0.0103525;0.0735508;0.924717;0.581169;0.00716018;0.0179076;0.813554;1;2;3;7;8;9;0.992573;17.0109
lHand;0.331809;-0.0495784;0.804658;0.142114;0.452873;-0.875774;0.0879199;1;2;3;7;8;9;0.992573;17.0109
rHand;-0.436612;-0.0461476;0.877294;0.217685;-0.481784;0.845031;0.0801229;1;2;3;7;8;9;0.992573;17.0109
lFoot;0.138631;0.0521893;0.070457;-0.984942;-0.0412722;-0.0680462;0.153476;1;2;3;7;8;9;0.992573;17.0109
rFoot;-0.139211;0.0524299;0.0699453;-0.985463;0.0325924;0.0540601;0.157728;1;2;3;7;8;9;0.992573;17.0109
head;-0.0165213;0.0175808;1.58423;0.717004;0.00113195;0.0188951;0.696812;1;2;3;7;8;9;0.992573;17.0278
hip;-0.0107828;0.0735262;0.924707;0.582527;0.00767468;0.018401;0.812567;1;2;3;7;8;9;0.992573;17.0278
lHand;0.32218;-0.0473082;0.80027;0.138062;0.454975;-0.875763;0.0835144;1;2;3;7;8;9;0.992573;17.0278
rHand;-0.429665;-0.0446554;0.872635;0.216446;-0.482515;0.845635;0.0723238;1;2;3;7;8;9;0.992573;17.0278
lFoot;0.138604;0.0521902;0.0705163;-0.984898;-0.041371;-0.0681864;0.153674;1;2;3;7;8;9;0.992573;17.0278
rFoot;-0.13921;0.0524876;0.069955;-0.985446;0.032386;0.0538589;0.157946;1;2;3;7;8;9;0.992573;17.0278
head;-0.0168253;0.0174201;1.58424;0.717002;0.00190867;0.0187235;0.696817;1;2;3;7;8;9;0.992573;17.0444
hip;-0.0114038;0.073585;0.924908;0.582651;0.00830004;0.01961;0.812443;1;2;3;7;8;9;0.992573;17.0444
lHand;0.313247;-0.0443536;0.796478;0.129705;0.4561;-0.876806;0.0797532;1;2;3;7;8;9;0.992573;17.0444
rHand;-0.423406;-0.0424082;0.868655;0.211918;-0.482309;0.847383;0.0664139;1;2;3;7;8;9;0.992573;17.0444
lFoot;0.138568;0.0522551;0.0705305;-0.984835;-0.0415651;-0.0683951;0.153933;1;2;3;7;8;9;0.992573;17.0444
rFoot;-0.139236;0.0525046;0.069974;-0.985439;0.032271;0.05376;0.158046;1;2;3;7;8;9;0.992573;17.0444
head;-0.0169828;0.0171107;1.58424;0.717088;0.00286223;0.0185347;0.69673;1;2;3;7;8;9;0.992573;17.0611
hip;-0.0113975;0.0725549;0.924723;0.582341;0.00883443;0.0205921;0.812636;1;2;3;7;8;9;0.992573;17.0611
lHand;0.304533;-0.0414788;0.792988;0.117122;0.456125;-0.87868;0.0784544;1;2;3;7;8;9;0.992573;17.0611
rHand;-0.417529;-0.0396141;0.864764;0.204878;-0.481853;0.849652;0.0627203;1;2;3;7;8;9;0.992573;17.0611
lFoot;0.138714;0.0520611;0.0703956;-0.984778;-0.0419693;-0.0685704;0.154107;1;2;3;7;8;9;0.992573;17.0611
rFoot;-0.139265;0.0525062;0.0700362;-0.985416;0.0321435;0.0535606;0.158284;1;2;3;7;8;9;0.992573;17.0611
head;-0.0171858;0.0168609;1.58422;0.717004;0.00378725;0.0184108;0.696815;1;2;3;7;8;9;0.992573;17.0779
hip;-0.0116582;0.0717753;0.924778;0.581212;0.00896397;0.0215172;0.813418;1;2;3;7;8;9;0.992573;17.0779
lHand;0.296127;-0.0384226;0.78943;0.107459;0.456935;-0.879691;0.0761999;1;2;3;7;8;9;0.992573;17.0779
rHand;-0.411855;-0.0371005;0.861001;0.199036;-0.48348;0.850383;0.0590066;1;2;3;7;8;9;0.992573;17.0779
lFoot;0.138719;0.0520208;0.0704315;-0.984727;-0.0422265;-0.0686694;0.154322;1;2;3;7;8;9;0.992573;17.0779
rFoot;-0.139113;0.0523322;0.0698396;-0.985375;0.0322562;0.053399;0.158567;1;2;3;7;8;9;0.992573;17.0779
head;-0.017345;0.0166306;1.58417;0.716912;0.0044683;0.0182559;0.69691;1;2;3;7;8;9;0.992573;17.0943
hip;-0.0121158;0.0714868;0.925021;0.580533;0.00872931;0.0218353;0.813897;1;2;3;7;8;9;0.992573;17.0943
lHand;0.288112;-0.0353871;0.785945;0.102723;0.460089;-0.879018;0.0713625;1;2;3;7;8;9;0.992573;17.0943
rHand;-0.406456;-0.0347016;0.857631;0.194143;-0.486948;0.849779;0.0553612;1;2;3;7;8;9;0.992573;17.0943
lFoot;0.138699;0.0520487;0.0704081;-0.984674;-0.042345;-0.0688269;0.154557;1;2;3;7;8;9;0.992573;17.0943
rFoot;-0.139114;0.0523402;0.0697799;-0.985367;0.03205;0.0532373;0.158713;1;2;3;7;8;9;0.992573;17.0943
head;-0.0175432;0.0164704;1.58409;0.716877;0.00508069;0.0182768;0.696942;1;2;3;7;8;9;0.992573;17.1112
hip;-0.0121012;0.0706434;0.924813;0.58059;0.00879254;0.0220175;0.813851;1;2;3;7;8;9;0.992573;17.1112
lHand;0.27988;-0.0321337;0.78276;0.0988291;0.463223;-0.878202;0.0664754;1;2;3;7;8;9;0.992573;17.1112
rHand;-0.400865;-0.032037;0.854123;0.189483;-0.490118;0.84924;0.0516942;1;2;3;7;8;9;0.992573;17.1112
lFoot;0.138533;0.0522167;0.0706201;-0.984629;-0.0427339;-0.0688543;0.154721;1;2;3;7;8;9;0.992573;17.1112
rFoot;-0.13928;0.052443;0.0699414;-0.985338;0.03178;0.0530196;0.15902;1;2;3;7;8;9;0.992573;17.1112
head;-0.01787;0.0164024;1.58406;0.716859;0.00525714;0.0183955;0.696955;1;2;3;7;8;9;0.992573;17.1277
hip;-0.0123363;0.0704232;0.924729;0.581554;0.00911127;0.0220312;0.813158;1;2;3;7;8;9;0.992573;17.1277
lHand;0.272417;-0.0289654;0.77995;0.0972208;0.467466;-0.876544;0.0607806;1;2;3;7;8;9;0.992573;17.1277
rHand;-0.39623;-0.0294157;0.851247;0.185417;-0.493807;0.848189;0.0484803;1;2;3;7;8;9;0.992573;17.1277
lFoot;0.138419;0.0521698;0.0706649;-0.984577;-0.0429358;-0.0688342;0.155006;1;2;3;7;8;9;0.992573;17.1277
rFoot;-0.139472;0.0523995;0.0699458;-0.985305;0.0314641;0.0527946;0.159365;1;2;3;7;8;9;0.992573;17.1277
head;-0.0180924;0.016259;1.58399;0.716848;0.005392;0.0185708;0.696961;1;2;3;7;8;9;0.992573;17.1444
hip;-0.0126122;0.0701801;0.924649;0.582296;0.00966082;0.0226395;0.812604;1;2;3;7;8;9;0.992573;17.1444
lHand;0.265031;-0.0255228;0.777018;0.0953465;0.471002;-0.875212;0.0554048;1;2;3;7;8;9;0.992573;17.1444
rHand;-0.391304;-0.0265028;0.848527;0.181476;-0.496122;0.847796;0.0465974;1;2;3;7;8;9;0.992573;17.1444
lFoot;0.138332;0.0522066;0.0706756;-0.984523;-0.0431205;-0.0688816;0.155277;1;2;3;7;8;9;0.992573;17.1444
rFoot;-0.139471;0.0523475;0.0700273;-0.9853;0.0311013;0.0525238;0.159554;1;2;3;7;8;9;0.992573;17.1444
head;-0.0182421;0.0161059;1.584;0.716782;0.00568623;0.0185886;0.697026;1;2;3;7;8;9;0.992573;17.161
hip;-0.0129135;0.0694698;0.924612;0.582567;0.0101039;0.0236188;0.812377;1;2;3;7;8;9;0.992573;17.161
lHand;0.259027;-0.0219851;0.775128;0.0935326;0.473787;-0.874174;0.0509609;1;2;3;7;8;9;0.992573;17.161
rHand;-0.386384;-0.0231722;0.845798;0.177362;-0.496581;0.848417;0.0462521;1;2;3;7;8;9;0.992573;17.161
lFoot;0.138401;0.0522778;0.0707629;-0.984474;-0.0431055;-0.0690391;0.15552;1;2;3;7;8;9;0.992573;17.161
rFoot;-0.139498;0.0524717;0.0700743;-0.985252;0.0306855;0.0523278;0.159996;1;2;3;7;8;9;0.992573;17.161
head;-0.0185285;0.0158542;1.58397;0.716636;0.00626583;0.0187087;0.697168;1;2;3;7;8;9;0.992573;17.1781
hip;-0.0130901;0.0688109;0.924594;0.582087;0.0103503;0.0244783;0.812692;1;2;3;7;8;9;0.992573;17.1781
lHand;0.252247;-0.0185371;0.772863;0.0882294;0.475619;-0.873868;0.0485416;1;2;3;7;8;9;0.992573;17.1781
rHand;-0.382066;-0.0202058;0.843121;0.173825;-0.497452;0.848734;0.0444728;1;2;3;7;8;9;0.992573;17.1781
lFoot;0.138363;0.0522508;0.0708398;-0.984421;-0.043075;-0.0691735;0.155804;1;2;3;7;8;9;0.992573;17.1781
rFoot;-0.139548;0.0524813;0.0701086;-0.985222;0.0304655;0.0521223;0.16029;1;2;3;7;8;9;0.992573;17.1781
