tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
lForeArm;Subject_10;Krieger_1;0.404778;0.00476722;0.914402;0;0;0;0;0;0;0.412003;0.523317;-0.694782;0.523317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.423
rForeArm;Subject_10;Krieger_1;-0.419125;-0.0505883;0.906518;0;0;0;0;0;0;-0.313178;0.456598;-0.801433;0.456598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.423
lFoot;Subject_10;Krieger_1;0.3594;0.811492;0.460774;0;0;0;0;0;0;0.983868;-0.0163065;0.0276181;-0.0163065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.423
rFoot;Subject_10;Krieger_1;-0.676392;0.617346;0.40172;0;0;0;0;0;0;-0.988608;-0.0150688;0.0202175;-0.0150688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.423
head;Subject_10;Krieger_1;-0.015807;0.0685359;0.997523;0;0;0;0;0;0;0.676366;0.0415306;-0.0114709;0.0415306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.435
hip;Subject_10;Krieger_1;-0.045681;0.126862;0.990868;0;0;0;0;0;0;-0.484584;-0.0178042;0.006326;-0.0178042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.435
lForeArm;Subject_10;Krieger_1;0.405901;0.00804574;0.913882;0;0;0;0;0;0;0.411691;0.525748;-0.692935;0.525748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.435
rForeArm;Subject_10;Krieger_1;-0.418886;-0.0505992;0.906628;0;0;0;0;0;0;-0.319054;0.456321;-0.798211;0.456321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.435
lFoot;Subject_10;Krieger_1;0.359242;0.811615;0.46068;0;0;0;0;0;0;0.983861;-0.0164846;0.027338;-0.0164846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.435
rFoot;Subject_10;Krieger_1;-0.675604;0.617795;0.402354;0;0;0;0;0;0;-0.988569;-0.0151067;0.0201741;-0.0151067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.435
head;Subject_10;Krieger_1;-0.0153248;0.0688812;0.997507;0;0;0;0;0;0;0.675345;0.0418289;-0.0117584;0.0418289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.447
hip;Subject_10;Krieger_1;-0.0452574;0.1267;0.990908;0;0;0;0;0;0;-0.484802;-0.0179231;0.0064659;-0.0179231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.447
lForeArm;Subject_10;Krieger_1;0.406544;0.0119689;0.913553;0;0;0;0;0;0;0.409322;0.528714;-0.692608;0.528714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.447
rForeArm;Subject_10;Krieger_1;-0.418503;-0.051151;0.906774;0;0;0;0;0;0;-0.322823;0.457975;-0.793907;0.457975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.447
lFoot;Subject_10;Krieger_1;0.3592;0.811624;0.460697;0;0;0;0;0;0;0.983851;-0.0166298;0.0271337;-0.0166298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.447
rFoot;Subject_10;Krieger_1;-0.675782;0.617551;0.402429;0;0;0;0;0;0;-0.988545;-0.0153868;0.0204749;-0.0153868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.447
head;Subject_10;Krieger_1;-0.0148858;0.069256;0.997488;0;0;0;0;0;0;0.674421;0.0421411;-0.0119481;0.0421411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.457
hip;Subject_10;Krieger_1;-0.0447148;0.126536;0.990954;0;0;0;0;0;0;-0.485078;-0.0179952;0.00684057;-0.0179952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.457
lForeArm;Subject_10;Krieger_1;0.40672;0.0166404;0.913401;0;0;0;0;0;0;0.405804;0.531967;-0.693392;0.531967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.457
rForeArm;Subject_10;Krieger_1;-0.418596;-0.0507383;0.906754;0;0;0;0;0;0;-0.32462;0.458846;-0.791701;0.458846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.457
lFoot;Subject_10;Krieger_1;0.358514;0.811782;0.460953;0;0;0;0;0;0;0.983841;-0.0166413;0.0267438;-0.0166413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.457
rFoot;Subject_10;Krieger_1;-0.675775;0.617581;0.402395;0;0;0;0;0;0;-0.988509;-0.0157837;0.0208839;-0.0157837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.457
head;Subject_10;Krieger_1;-0.0144792;0.0696707;0.997465;0;0;0;0;0;0;0.673519;0.042388;-0.0123114;0.042388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.468
hip;Subject_10;Krieger_1;-0.044315;0.126448;0.990983;0;0;0;0;0;0;-0.485535;-0.0179898;0.00718264;-0.0179898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.468
lForeArm;Subject_10;Krieger_1;0.406535;0.0215913;0.91338;0;0;0;0;0;0;0.402631;0.53529;-0.694046;0.53529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.468
rForeArm;Subject_10;Krieger_1;-0.418677;-0.0494166;0.90679;0;0;0;0;0;0;-0.324426;0.459983;-0.790709;0.459983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.468
lFoot;Subject_10;Krieger_1;0.358475;0.811811;0.460932;0;0;0;0;0;0;0.983807;-0.0168912;0.0264395;-0.0168912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.468
rFoot;Subject_10;Krieger_1;-0.675645;0.61756;0.402646;0;0;0;0;0;0;-0.988517;-0.0156361;0.0210703;-0.0156361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.468
head;Subject_10;Krieger_1;-0.0140766;0.0700089;0.997447;0;0;0;0;0;0;0.672676;0.0426423;-0.0126881;0.0426423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.479
hip;Subject_10;Krieger_1;-0.0437897;0.126345;0.991019;0;0;0;0;0;0;-0.486019;-0.0179746;0.00767248;-0.0179746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.479
lForeArm;Subject_10;Krieger_1;0.406528;0.0262271;0.913262;0;0;0;0;0;0;0.39977;0.538604;-0.694337;0.538604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.479
rForeArm;Subject_10;Krieger_1;-0.418923;-0.0472753;0.90679;0;0;0;0;0;0;-0.323194;0.460814;-0.791333;0.460814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.479
lFoot;Subject_10;Krieger_1;0.358507;0.812103;0.460393;0;0;0;0;0;0;0.98378;-0.017439;0.0264035;-0.017439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.479
rFoot;Subject_10;Krieger_1;-0.675577;0.617479;0.402883;0;0;0;0;0;0;-0.988486;-0.0154119;0.0214903;-0.0154119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.479
head;Subject_10;Krieger_1;-0.0136898;0.0703452;0.997429;0;0;0;0;0;0;0.671871;0.042909;-0.012963;0.042909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.491
hip;Subject_10;Krieger_1;-0.0433316;0.126321;0.991043;0;0;0;0;0;0;-0.48659;-0.0178203;0.00814931;-0.0178203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.491
lForeArm;Subject_10;Krieger_1;0.406157;0.0311612;0.913272;0;0;0;0;0;0;0.396215;0.542359;-0.695013;0.542359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.491
rForeArm;Subject_10;Krieger_1;-0.419401;-0.0442316;0.906723;0;0;0;0;0;0;-0.320922;0.46188;-0.793145;0.46188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.491
lFoot;Subject_10;Krieger_1;0.358253;0.812107;0.460584;0;0;0;0;0;0;0.983805;-0.0167313;0.0262842;-0.0167313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.491
rFoot;Subject_10;Krieger_1;-0.675204;0.617798;0.403021;0;0;0;0;0;0;-0.988473;-0.0153107;0.0218153;-0.0153107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.491
head;Subject_10;Krieger_1;-0.013421;0.0706538;0.997411;0;0;0;0;0;0;0.671186;0.0433227;-0.0132947;0.0433227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.501
hip;Subject_10;Krieger_1;-0.0428961;0.126616;0.991024;0;0;0;0;0;0;-0.487832;-0.0174465;0.00896049;-0.0174465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.501
lForeArm;Subject_10;Krieger_1;0.405746;0.0358532;0.913283;0;0;0;0;0;0;0.392384;0.545933;-0.695842;0.545933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.501
rForeArm;Subject_10;Krieger_1;-0.419915;-0.0412787;0.906624;0;0;0;0;0;0;-0.31852;0.463998;-0.794627;0.463998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.501
lFoot;Subject_10;Krieger_1;0.357945;0.81208;0.46087;0;0;0;0;0;0;0.983813;-0.0157692;0.0259391;-0.0157692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.501
rFoot;Subject_10;Krieger_1;-0.67493;0.617889;0.403339;0;0;0;0;0;0;-0.988453;-0.0150863;0.0221372;-0.0150863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.501
head;Subject_10;Krieger_1;-0.0131092;0.070922;0.997396;0;0;0;0;0;0;0.670364;0.0436686;-0.0136246;0.0436686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.512
hip;Subject_10;Krieger_1;-0.0423862;0.126748;0.991029;0;0;0;0;0;0;-0.488974;-0.0171654;0.00963526;-0.0171654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.512
lForeArm;Subject_10;Krieger_1;0.40534;0.0404014;0.913273;0;0;0;0;0;0;0.388497;0.54941;-0.696563;0.54941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.512
rForeArm;Subject_10;Krieger_1;-0.420533;-0.037907;0.906485;0;0;0;0;0;0;-0.315661;0.466924;-0.796044;0.466924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.512
lFoot;Subject_10;Krieger_1;0.358135;0.811918;0.461008;0;0;0;0;0;0;0.98377;-0.0152539;0.0259491;-0.0152539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.512
rFoot;Subject_10;Krieger_1;-0.674755;0.617865;0.403668;0;0;0;0;0;0;-0.988437;-0.0147906;0.0224684;-0.0147906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.512
head;Subject_10;Krieger_1;-0.0128327;0.0711502;0.997383;0;0;0;0;0;0;0.669604;0.0440941;-0.0139356;0.0440941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.523
hip;Subject_10;Krieger_1;-0.0419325;0.126986;0.991018;0;0;0;0;0;0;-0.49007;-0.0168624;0.0101381;-0.0168624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.523
lForeArm;Subject_10;Krieger_1;0.404575;0.0449687;0.913398;0;0;0;0;0;0;0.383618;0.553058;-0.697673;0.553058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.523
rForeArm;Subject_10;Krieger_1;-0.421075;-0.0348665;0.906356;0;0;0;0;0;0;-0.313569;0.469957;-0.797189;0.469957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.523
lFoot;Subject_10;Krieger_1;0.358581;0.811863;0.460758;0;0;0;0;0;0;0.983802;-0.0164689;0.0259769;-0.0164689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.523
rFoot;Subject_10;Krieger_1;-0.67454;0.617896;0.40398;0;0;0;0;0;0;-0.988416;-0.0147221;0.0227631;-0.0147221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.523
head;Subject_10;Krieger_1;-0.0125043;0.0713685;0.997372;0;0;0;0;0;0;0.668831;0.0443792;-0.0141831;0.0443792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.534
hip;Subject_10;Krieger_1;-0.0414926;0.127275;0.990999;0;0;0;0;0;0;-0.491173;-0.0166384;0.0104836;-0.0166384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.534
lForeArm;Subject_10;Krieger_1;0.404086;0.0492046;0.913397;0;0;0;0;0;0;0.379711;0.556335;-0.698229;0.556335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.534
rForeArm;Subject_10;Krieger_1;-0.421501;-0.0318037;0.90627;0;0;0;0;0;0;-0.312133;0.47279;-0.797949;0.47279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.534
lFoot;Subject_10;Krieger_1;0.358733;0.811795;0.460761;0;0;0;0;0;0;0.98384;-0.0166465;0.0256539;-0.0166465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.534
rFoot;Subject_10;Krieger_1;-0.674297;0.618028;0.404183;0;0;0;0;0;0;-0.988392;-0.01459;0.023002;-0.01459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.534
head;Subject_10;Krieger_1;-0.012284;0.0715069;0.997364;0;0;0;0;0;0;0.668014;0.0445735;-0.0142043;0.0445735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.546
hip;Subject_10;Krieger_1;-0.0410285;0.127614;0.990975;0;0;0;0;0;0;-0.492365;-0.016458;0.0107751;-0.016458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.546
lForeArm;Subject_10;Krieger_1;0.403551;0.0530867;0.913416;0;0;0;0;0;0;0.375769;0.55953;-0.698735;0.55953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.546
rForeArm;Subject_10;Krieger_1;-0.42174;-0.028653;0.906264;0;0;0;0;0;0;-0.311397;0.476133;-0.798411;0.476133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.546
lFoot;Subject_10;Krieger_1;0.359141;0.811641;0.460714;0;0;0;0;0;0;0.983872;-0.0158844;0.0257941;-0.0158844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.546
rFoot;Subject_10;Krieger_1;-0.674386;0.617873;0.404273;0;0;0;0;0;0;-0.988397;-0.0147042;0.023069;-0.0147042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.546
head;Subject_10;Krieger_1;-0.0120771;0.0716336;0.997358;0;0;0;0;0;0;0.667176;0.0446577;-0.0142193;0.0446577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.557
hip;Subject_10;Krieger_1;-0.0406362;0.127809;0.990966;0;0;0;0;0;0;-0.493387;-0.0161741;0.01118;-0.0161741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.557
lForeArm;Subject_10;Krieger_1;0.402813;0.0560267;0.913566;0;0;0;0;0;0;0.372225;0.56252;-0.698803;0.56252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.557
rForeArm;Subject_10;Krieger_1;-0.422109;-0.0259329;0.906174;0;0;0;0;0;0;-0.310683;0.479334;-0.798666;0.479334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.557
lFoot;Subject_10;Krieger_1;0.359303;0.811491;0.46085;0;0;0;0;0;0;0.98393;-0.0156186;0.0256472;-0.0156186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.557
rFoot;Subject_10;Krieger_1;-0.675065;0.6172;0.404167;0;0;0;0;0;0;-0.988399;-0.0146856;0.0233665;-0.0146856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.557
head;Subject_10;Krieger_1;-0.0118898;0.0717504;0.997352;0;0;0;0;0;0;0.666237;0.0449147;-0.0142319;0.0449147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.568
hip;Subject_10;Krieger_1;-0.0403131;0.128114;0.99094;0;0;0;0;0;0;-0.494315;-0.0159116;0.0115612;-0.0159116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.568
lForeArm;Subject_10;Krieger_1;0.402239;0.0590558;0.913628;0;0;0;0;0;0;0.369214;0.565099;-0.69881;0.565099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.568
rForeArm;Subject_10;Krieger_1;-0.422004;-0.0229652;0.906303;0;0;0;0;0;0;-0.310623;0.482157;-0.79866;0.482157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.568
lFoot;Subject_10;Krieger_1;0.359679;0.811376;0.460761;0;0;0;0;0;0;0.984;-0.0157291;0.0255644;-0.0157291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.568
rFoot;Subject_10;Krieger_1;-0.675405;0.616953;0.403977;0;0;0;0;0;0;-0.988408;-0.0146718;0.0234307;-0.0146718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.568
head;Subject_10;Krieger_1;-0.011771;0.0718015;0.997349;0;0;0;0;0;0;0.665303;0.0450982;-0.0141898;0.0450982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.579
hip;Subject_10;Krieger_1;-0.0400855;0.128594;0.990887;0;0;0;0;0;0;-0.495169;-0.0158652;0.0115902;-0.0158652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.579
lForeArm;Subject_10;Krieger_1;0.401818;0.0616413;0.913643;0;0;0;0;0;0;0.366787;0.56742;-0.698512;0.56742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.579
rForeArm;Subject_10;Krieger_1;-0.422028;-0.0207789;0.906345;0;0;0;0;0;0;-0.310317;0.484216;-0.798482;0.484216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.579
lFoot;Subject_10;Krieger_1;0.36022;0.810994;0.461011;0;0;0;0;0;0;0.984064;-0.0154286;0.0255881;-0.0154286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.579
rFoot;Subject_10;Krieger_1;-0.675607;0.616925;0.403682;0;0;0;0;0;0;-0.988425;-0.0148146;0.0236156;-0.0148146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.579
head;Subject_10;Krieger_1;-0.0116348;0.0718488;0.997348;0;0;0;0;0;0;0.664343;0.0452628;-0.0142654;0.0452628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.591
hip;Subject_10;Krieger_1;-0.0398901;0.129002;0.990842;0;0;0;0;0;0;-0.496211;-0.0157092;0.0119133;-0.0157092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.591
lForeArm;Subject_10;Krieger_1;0.401332;0.063833;0.913706;0;0;0;0;0;0;0.364449;0.569791;-0.698138;0.569791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.591
rForeArm;Subject_10;Krieger_1;-0.422593;-0.0191992;0.906116;0;0;0;0;0;0;-0.307248;0.486807;-0.798542;0.486807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.591
lFoot;Subject_10;Krieger_1;0.360681;0.810702;0.461164;0;0;0;0;0;0;0.98415;-0.0145317;0.0254845;-0.0145317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.591
rFoot;Subject_10;Krieger_1;-0.675987;0.616723;0.403354;0;0;0;0;0;0;-0.988424;-0.0150956;0.0238709;-0.0150956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;534.591
