tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_8;Krieger_2;-0.0196606;-0.0544235;0.998324;0;0;0;0;0;0;0.680779;0.00432251;-0.00663963;0.00432251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.909
hip;Subject_8;Krieger_2;-0.0478916;-0.0459507;0.997795;0;0;0;0;0;0;0.542181;-0.00335348;-0.0104728;-0.00335348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.909
lForeArm;Subject_8;Krieger_2;0.212216;0.13439;0.967938;0;0;0;0;0;0;0.62374;0.300746;-0.482383;0.300746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.909
rForeArm;Subject_8;Krieger_2;-0.251056;0.134109;0.958637;0;0;0;0;0;0;0.590222;-0.464646;0.517166;-0.464646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.909
lFoot;Subject_8;Krieger_2;0.489369;-0.333176;0.805923;0;0;0;0;0;0;-0.983699;0.0560289;-0.0418145;0.0560289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.909
rFoot;Subject_8;Krieger_2;-0.840252;0.0650888;0.538275;0;0;0;0;0;0;-0.98344;0.0412868;0.0250595;0.0412868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.909
head;Subject_8;Krieger_2;-0.0196115;-0.0544341;0.998325;0;0;0;0;0;0;0.680749;0.0039662;-0.00677294;0.0039662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.92
hip;Subject_8;Krieger_2;-0.0478827;-0.0454293;0.997819;0;0;0;0;0;0;0.542902;-0.00343805;-0.0106171;-0.00343805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.92
lForeArm;Subject_8;Krieger_2;0.217968;0.136424;0.966374;0;0;0;0;0;0;0.63207;0.281571;-0.484068;0.281571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.92
rForeArm;Subject_8;Krieger_2;-0.250997;0.134127;0.95865;0;0;0;0;0;0;0.590234;-0.464651;0.517247;-0.464651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.92
lFoot;Subject_8;Krieger_2;0.488519;-0.333435;0.806331;0;0;0;0;0;0;-0.983699;0.0560605;-0.0416786;0.0560605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.92
rFoot;Subject_8;Krieger_2;-0.840004;0.064314;0.538755;0;0;0;0;0;0;-0.983443;0.0413354;0.0251214;0.0413354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.92
head;Subject_8;Krieger_2;-0.0195959;-0.0543765;0.998328;0;0;0;0;0;0;0.680719;0.00351975;-0.00686086;0.00351975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.932
hip;Subject_8;Krieger_2;-0.0478639;-0.0450847;0.997836;0;0;0;0;0;0;0.543486;-0.003523;-0.0107979;-0.003523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.932
lForeArm;Subject_8;Krieger_2;0.226463;0.139084;0.964039;0;0;0;0;0;0;0.643469;0.257426;-0.485794;0.257426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.932
rForeArm;Subject_8;Krieger_2;-0.25103;0.134231;0.958627;0;0;0;0;0;0;0.59024;-0.464598;0.517238;-0.464598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.932
lFoot;Subject_8;Krieger_2;0.48837;-0.333187;0.806524;0;0;0;0;0;0;-0.98369;0.0561317;-0.0416044;0.0561317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.932
rFoot;Subject_8;Krieger_2;-0.840097;0.0645787;0.538579;0;0;0;0;0;0;-0.983432;0.0413218;0.0251667;0.0413218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.932
head;Subject_8;Krieger_2;-0.0195085;-0.0543878;0.998329;0;0;0;0;0;0;0.68072;0.00307035;-0.00702531;0.00307035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.943
hip;Subject_8;Krieger_2;-0.0478424;-0.0446919;0.997855;0;0;0;0;0;0;0.544174;-0.00350674;-0.0109177;-0.00350674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.943
lForeArm;Subject_8;Krieger_2;0.233478;0.135122;0.962928;0;0;0;0;0;0;0.637309;0.252151;-0.469894;0.252151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.943
rForeArm;Subject_8;Krieger_2;-0.250873;0.134238;0.958667;0;0;0;0;0;0;0.59031;-0.464404;0.517289;-0.464404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.943
lFoot;Subject_8;Krieger_2;0.489237;-0.334004;0.80566;0;0;0;0;0;0;-0.983698;0.055948;-0.0416783;0.055948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.943
rFoot;Subject_8;Krieger_2;-0.839679;0.0645714;0.53923;0;0;0;0;0;0;-0.983431;0.041259;0.0252361;0.041259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.943
head;Subject_8;Krieger_2;-0.0195506;-0.0544098;0.998327;0;0;0;0;0;0;0.680689;0.00289853;-0.00742972;0.00289853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.955
hip;Subject_8;Krieger_2;-0.0477489;-0.0443093;0.997876;0;0;0;0;0;0;0.544687;-0.00352399;-0.0110341;-0.00352399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.955
lForeArm;Subject_8;Krieger_2;0.234677;0.132768;0.962964;0;0;0;0;0;0;0.63246;0.25955;-0.453354;0.25955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.955
rForeArm;Subject_8;Krieger_2;-0.250859;0.134153;0.958683;0;0;0;0;0;0;0.590291;-0.464389;0.517326;-0.464389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.955
lFoot;Subject_8;Krieger_2;0.48931;-0.333852;0.805679;0;0;0;0;0;0;-0.98369;0.0558899;-0.0415536;0.0558899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.955
rFoot;Subject_8;Krieger_2;-0.839828;0.0639635;0.539071;0;0;0;0;0;0;-0.983428;0.0413448;0.02525;0.0413448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.955
head;Subject_8;Krieger_2;-0.0196226;-0.0544027;0.998326;0;0;0;0;0;0;0.680649;0.00281607;-0.00771726;0.00281607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.968
hip;Subject_8;Krieger_2;-0.0476225;-0.0441663;0.997888;0;0;0;0;0;0;0.545051;-0.00357996;-0.0109888;-0.00357996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.968
lForeArm;Subject_8;Krieger_2;0.235407;0.131429;0.962969;0;0;0;0;0;0;0.634568;0.265228;-0.442934;0.265228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.968
rForeArm;Subject_8;Krieger_2;-0.250785;0.134203;0.958695;0;0;0;0;0;0;0.590188;-0.464493;0.517393;-0.464493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.968
lFoot;Subject_8;Krieger_2;0.489142;-0.333777;0.805812;0;0;0;0;0;0;-0.983694;0.0559142;-0.0415003;0.0559142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.968
rFoot;Subject_8;Krieger_2;-0.839964;0.0640909;0.538845;0;0;0;0;0;0;-0.983396;0.0414623;0.0253669;0.0414623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.968
head;Subject_8;Krieger_2;-0.0196573;-0.0544242;0.998324;0;0;0;0;0;0;0.680602;0.00275186;-0.00794335;0.00275186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.977
hip;Subject_8;Krieger_2;-0.0475254;-0.0440399;0.997899;0;0;0;0;0;0;0.545236;-0.00370903;-0.0110301;-0.00370903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.977
lForeArm;Subject_8;Krieger_2;0.234378;0.13159;0.963198;0;0;0;0;0;0;0.634309;0.267123;-0.444199;0.267123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.977
rForeArm;Subject_8;Krieger_2;-0.250577;0.134078;0.958767;0;0;0;0;0;0;0.590115;-0.464664;0.51748;-0.464664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.977
lFoot;Subject_8;Krieger_2;0.489722;-0.334301;0.805242;0;0;0;0;0;0;-0.983685;0.0559912;-0.0415063;0.0559912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.977
rFoot;Subject_8;Krieger_2;-0.839974;0.0640475;0.538834;0;0;0;0;0;0;-0.983389;0.0412683;0.0254202;0.0412683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.977
head;Subject_8;Krieger_2;-0.0196468;-0.0544464;0.998323;0;0;0;0;0;0;0.680587;0.00261134;-0.00791034;0.00261134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.987
hip;Subject_8;Krieger_2;-0.0475511;-0.0436629;0.997914;0;0;0;0;0;0;0.545352;-0.00364894;-0.0110457;-0.00364894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.987
lForeArm;Subject_8;Krieger_2;0.234971;0.131733;0.963034;0;0;0;0;0;0;0.63675;0.265318;-0.444641;0.265318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.987
rForeArm;Subject_8;Krieger_2;-0.250471;0.134125;0.958788;0;0;0;0;0;0;0.590156;-0.464785;0.517627;-0.464785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.987
lFoot;Subject_8;Krieger_2;0.48934;-0.334239;0.8055;0;0;0;0;0;0;-0.983677;0.0559659;-0.0413761;0.0559659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.987
rFoot;Subject_8;Krieger_2;-0.84002;0.0644725;0.538711;0;0;0;0;0;0;-0.983359;0.0411424;0.0255357;0.0411424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.987
head;Subject_8;Krieger_2;-0.0197194;-0.054362;0.998327;0;0;0;0;0;0;0.68079;0.0025575;-0.00790127;0.0025575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.998
hip;Subject_8;Krieger_2;-0.0474856;-0.0435083;0.997924;0;0;0;0;0;0;0.545585;-0.00359053;-0.0110521;-0.00359053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.998
lForeArm;Subject_8;Krieger_2;0.235712;0.13238;0.962765;0;0;0;0;0;0;0.643031;0.262449;-0.449452;0.262449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.998
rForeArm;Subject_8;Krieger_2;-0.250377;0.134219;0.9588;0;0;0;0;0;0;0.590046;-0.464853;0.517802;-0.464853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.998
lFoot;Subject_8;Krieger_2;0.488929;-0.334438;0.805668;0;0;0;0;0;0;-0.983676;0.0560916;-0.0413827;0.0560916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.998
rFoot;Subject_8;Krieger_2;-0.840096;0.064635;0.538574;0;0;0;0;0;0;-0.983327;0.0411758;0.0255592;0.0411758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971.998
head;Subject_8;Krieger_2;-0.0197193;-0.0543419;0.998328;0;0;0;0;0;0;0.680903;0.00237861;-0.00782218;0.00237861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.009
hip;Subject_8;Krieger_2;-0.047319;-0.043296;0.997941;0;0;0;0;0;0;0.545904;-0.00353253;-0.0109241;-0.00353253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.009
lForeArm;Subject_8;Krieger_2;0.236891;0.131903;0.96254;0;0;0;0;0;0;0.646886;0.261211;-0.448937;0.261211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.009
rForeArm;Subject_8;Krieger_2;-0.250209;0.134284;0.958834;0;0;0;0;0;0;0.58986;-0.464846;0.518042;-0.464846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.009
lFoot;Subject_8;Krieger_2;0.489873;-0.33393;0.805305;0;0;0;0;0;0;-0.983669;0.0561546;-0.0412983;0.0561546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.009
rFoot;Subject_8;Krieger_2;-0.840326;0.064969;0.538174;0;0;0;0;0;0;-0.983275;0.0410905;0.0257037;0.0410905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.009
head;Subject_8;Krieger_2;-0.0196807;-0.054295;0.998331;0;0;0;0;0;0;0.68098;0.00212494;-0.00776046;0.00212494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.021
hip;Subject_8;Krieger_2;-0.0472826;-0.0426729;0.99797;0;0;0;0;0;0;0.546286;-0.00370319;-0.0108937;-0.00370319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.021
lForeArm;Subject_8;Krieger_2;0.236285;0.131409;0.962757;0;0;0;0;0;0;0.652909;0.263238;-0.452282;0.263238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.021
rForeArm;Subject_8;Krieger_2;-0.250001;0.134412;0.95887;0;0;0;0;0;0;0.589549;-0.464993;0.518254;-0.464993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.021
lFoot;Subject_8;Krieger_2;0.490571;-0.333913;0.804886;0;0;0;0;0;0;-0.983668;0.0562245;-0.0415289;0.0562245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.021
rFoot;Subject_8;Krieger_2;-0.840267;0.0662581;0.538108;0;0;0;0;0;0;-0.983224;0.0406103;0.0258279;0.0406103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.021
head;Subject_8;Krieger_2;-0.0196561;-0.0542624;0.998333;0;0;0;0;0;0;0.681059;0.00172828;-0.00763089;0.00172828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.032
hip;Subject_8;Krieger_2;-0.0472513;-0.0423938;0.997983;0;0;0;0;0;0;0.546636;-0.00373045;-0.0111211;-0.00373045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.032
lForeArm;Subject_8;Krieger_2;0.233601;0.130972;0.963471;0;0;0;0;0;0;0.655785;0.267187;-0.459653;0.267187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.032
rForeArm;Subject_8;Krieger_2;-0.249769;0.134408;0.958932;0;0;0;0;0;0;0.589176;-0.465115;0.518516;-0.465115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.032
lFoot;Subject_8;Krieger_2;0.491809;-0.333505;0.8043;0;0;0;0;0;0;-0.983648;0.0564149;-0.0411956;0.0564149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.032
rFoot;Subject_8;Krieger_2;-0.840652;0.0665777;0.537469;0;0;0;0;0;0;-0.983162;0.0403516;0.0260799;0.0403516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.032
head;Subject_8;Krieger_2;-0.0196107;-0.0542883;0.998333;0;0;0;0;0;0;0.681048;0.00132702;-0.00744498;0.00132702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.043
hip;Subject_8;Krieger_2;-0.047219;-0.0422303;0.997992;0;0;0;0;0;0;0.546784;-0.00388629;-0.0114342;-0.00388629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.043
lForeArm;Subject_8;Krieger_2;0.230731;0.130166;0.964272;0;0;0;0;0;0;0.65535;0.270354;-0.467462;0.270354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.043
rForeArm;Subject_8;Krieger_2;-0.249613;0.13446;0.958965;0;0;0;0;0;0;0.588626;-0.465242;0.518907;-0.465242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.043
lFoot;Subject_8;Krieger_2;0.492279;-0.333591;0.803977;0;0;0;0;0;0;-0.983629;0.0564362;-0.0411153;0.0564362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.043
rFoot;Subject_8;Krieger_2;-0.840608;0.0671809;0.537461;0;0;0;0;0;0;-0.983072;0.0398774;0.0261688;0.0398774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.043
head;Subject_8;Krieger_2;-0.019537;-0.0543514;0.998331;0;0;0;0;0;0;0.68103;0.000843503;-0.00736407;0.000843503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.054
hip;Subject_8;Krieger_2;-0.0474144;-0.0421918;0.997984;0;0;0;0;0;0;0.546731;-0.00383712;-0.0118726;-0.00383712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.054
lForeArm;Subject_8;Krieger_2;0.227555;0.129128;0.965166;0;0;0;0;0;0;0.651528;0.274613;-0.474523;0.274613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.054
rForeArm;Subject_8;Krieger_2;-0.249373;0.134448;0.959029;0;0;0;0;0;0;0.58835;-0.465462;0.519018;-0.465462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.054
lFoot;Subject_8;Krieger_2;0.493621;-0.334035;0.802969;0;0;0;0;0;0;-0.983575;0.0569233;-0.0410063;0.0569233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.054
rFoot;Subject_8;Krieger_2;-0.840614;0.0673906;0.537425;0;0;0;0;0;0;-0.983011;0.0393396;0.0262169;0.0393396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.054
head;Subject_8;Krieger_2;-0.0195283;-0.0543538;0.998331;0;0;0;0;0;0;0.680995;0.000405542;-0.00728295;0.000405542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.065
hip;Subject_8;Krieger_2;-0.0476401;-0.0421966;0.997973;0;0;0;0;0;0;0.54656;-0.00362471;-0.0123908;-0.00362471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.065
lForeArm;Subject_8;Krieger_2;0.224477;0.128513;0.965968;0;0;0;0;0;0;0.647863;0.279273;-0.478871;0.279273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.065
rForeArm;Subject_8;Krieger_2;-0.249236;0.134445;0.959065;0;0;0;0;0;0;0.588032;-0.465592;0.519111;-0.465592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.065
lFoot;Subject_8;Krieger_2;0.491686;-0.335491;0.803549;0;0;0;0;0;0;-0.983507;0.0585121;-0.0404367;0.0585121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.065
rFoot;Subject_8;Krieger_2;-0.841078;0.0684878;0.53656;0;0;0;0;0;0;-0.982887;0.0389053;0.0265527;0.0389053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.065
head;Subject_8;Krieger_2;-0.0195491;-0.0543412;0.998331;0;0;0;0;0;0;0.680936;-4.34582e-05;-0.00729601;-4.34582e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.077
hip;Subject_8;Krieger_2;-0.0478517;-0.0421321;0.997965;0;0;0;0;0;0;0.546468;-0.00337354;-0.0128082;-0.00337354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.077
lForeArm;Subject_8;Krieger_2;0.221253;0.127699;0.966819;0;0;0;0;0;0;0.640507;0.285346;-0.480902;0.285346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.077
rForeArm;Subject_8;Krieger_2;-0.249374;0.134576;0.959011;0;0;0;0;0;0;0.587761;-0.465647;0.519394;-0.465647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.077
lFoot;Subject_8;Krieger_2;0.489792;-0.336469;0.804296;0;0;0;0;0;0;-0.983372;0.0606453;-0.0404231;0.0606453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.077
rFoot;Subject_8;Krieger_2;-0.841666;0.0695452;0.535502;0;0;0;0;0;0;-0.982789;0.0381727;0.0267643;0.0381727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.077
head;Subject_8;Krieger_2;-0.0195177;-0.0543844;0.998329;0;0;0;0;0;0;0.680876;-0.00043142;-0.0074045;-0.00043142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.087
hip;Subject_8;Krieger_2;-0.0479949;-0.0419675;0.997966;0;0;0;0;0;0;0.546538;-0.00323274;-0.0128639;-0.00323274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.087
lForeArm;Subject_8;Krieger_2;0.219082;0.127634;0.967322;0;0;0;0;0;0;0.63274;0.290735;-0.48121;0.290735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.087
rForeArm;Subject_8;Krieger_2;-0.249193;0.134678;0.959044;0;0;0;0;0;0;0.587613;-0.465872;0.519654;-0.465872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.087
lFoot;Subject_8;Krieger_2;0.489295;-0.336474;0.804596;0;0;0;0;0;0;-0.983256;0.0622512;-0.040559;0.0622512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.087
rFoot;Subject_8;Krieger_2;-0.842228;0.0709209;0.534437;0;0;0;0;0;0;-0.982609;0.0372004;0.0269413;0.0372004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.087
head;Subject_8;Krieger_2;-0.0195188;-0.0543707;0.99833;0;0;0;0;0;0;0.680926;-0.000798965;-0.00742024;-0.000798965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.099
hip;Subject_8;Krieger_2;-0.047919;-0.0416966;0.997981;0;0;0;0;0;0;0.54688;-0.00310832;-0.0125899;-0.00310832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.099
lForeArm;Subject_8;Krieger_2;0.21723;0.12689;0.967838;0;0;0;0;0;0;0.626041;0.295153;-0.481509;0.295153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.099
rForeArm;Subject_8;Krieger_2;-0.248989;0.134587;0.959109;0;0;0;0;0;0;0.587416;-0.46621;0.520115;-0.46621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.099
lFoot;Subject_8;Krieger_2;0.491511;-0.337154;0.80296;0;0;0;0;0;0;-0.983193;0.0631712;-0.0414879;0.0631712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.099
rFoot;Subject_8;Krieger_2;-0.842323;0.0719076;0.534155;0;0;0;0;0;0;-0.982469;0.0362033;0.0270883;0.0362033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.099
head;Subject_8;Krieger_2;-0.0194401;-0.0544377;0.998328;0;0;0;0;0;0;0.680941;-0.00111738;-0.007641;-0.00111738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.11
hip;Subject_8;Krieger_2;-0.0479239;-0.0413286;0.997996;0;0;0;0;0;0;0.547376;-0.00265475;-0.0121228;-0.00265475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.11
lForeArm;Subject_8;Krieger_2;0.216567;0.126735;0.968007;0;0;0;0;0;0;0.61961;0.296712;-0.480562;0.296712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.11
rForeArm;Subject_8;Krieger_2;-0.248316;0.134334;0.959319;0;0;0;0;0;0;0.587173;-0.46672;0.520539;-0.46672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.11
lFoot;Subject_8;Krieger_2;0.493282;-0.338192;0.801436;0;0;0;0;0;0;-0.983103;0.063659;-0.0410717;0.063659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.11
rFoot;Subject_8;Krieger_2;-0.84228;0.0726211;0.534125;0;0;0;0;0;0;-0.982238;0.0351898;0.0277001;0.0351898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.11
head;Subject_8;Krieger_2;-0.0194084;-0.054507;0.998325;0;0;0;0;0;0;0.681023;-0.0013276;-0.00782317;-0.0013276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.121
hip;Subject_8;Krieger_2;-0.047926;-0.0411177;0.998004;0;0;0;0;0;0;0.547743;-0.00205751;-0.0119026;-0.00205751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;972.121
